m_a_eV,SM_Np_D_0.15mm_GeVinv,SM_Eu_D_0.15mm_GeVinv,SM_Np_D_1mm_GeVinv,SM_Eu_D_1mm_GeVinv
3.754694224073337055e-02,9.727572806490657545e-03,6.296546162030071392e-02,3.129166120172436033e+32,2.025473292904025420e+33
3.798215306190736579e-02,1.154398011708311113e-02,7.472285753777249684e-02,9.482473532685579804e+32,6.137896216921053328e+33
3.842240846055060971e-02,1.372585652959234202e-02,8.884589297991503376e-02,2.910493888992163965e+33,1.883929268986570511e+34
3.886776690892667502e-02,1.635180871858697010e-02,1.058433799236838807e-01,9.049573910750658403e+33,5.857685263247198910e+34
3.931828755705769896e-02,1.951840675761667976e-02,1.263404053646454139e-01,2.850828279948014372e+34,1.845308405477695157e+35
3.977403024058037001e-02,2.334452447246663717e-02,1.511064259251279074e-01,9.100417715761455648e+34,5.890595874318661653e+35
4.023505548869293208e-02,2.797678422252399683e-02,1.810905112987047094e-01,2.944188121647761477e+35,1.905739158825543460e+36
4.070142453219438572e-02,3.359640107888255817e-02,2.174656458290514238e-01,9.654974599162714666e+35,6.249554176175593621e+36
4.117319931161678853e-02,4.042780382065193356e-02,2.616845312289825531e-01,3.209861077943403469e+36,2.077706212333724966e+37
4.165044248545184818e-02,4.874951668740982319e-02,3.155500229143682334e-01,1.082031293120941227e+37,7.003864295265031922e+37
4.213321743847289053e-02,5.890792372246158454e-02,3.813042250172973824e-01,3.698977160141685556e+37,2.394305435122151436e+38
4.262158829015325057e-02,7.133471644851648030e-02,4.617414271869640929e-01,1.282573587587134437e+38,8.301951536208906629e+38
4.311561990318228677e-02,8.656905823709712400e-02,5.603515720074041528e-01,4.511418704249238199e+38,2.920189516196400988e+39
4.361537789208005944e-02,1.052858018582565891e-01,6.815029039561892876e-01,1.610076071455713560e+39,1.042183750250265106e+40
4.412092863191190151e-02,1.283314925778440696e-01,8.306750133182780882e-01,5.831162224868893461e+39,3.774444340593815831e+40
4.463233926710397093e-02,1.567704073529785080e-01,1.014756842610978982e+00,2.143449317450344457e+40,1.387430126895848984e+41
4.514967772036102001e-02,1.919435604906448989e-01,1.242428623435580137e+00,7.998258503391353782e+40,5.177180873819819388e+41
4.567301270168747096e-02,2.355445000473512795e-01,1.524652497867548195e+00,3.030242591017871277e+41,1.961441228562441729e+42
4.620241371751312998e-02,2.897168974215190151e-01,1.875304204680462439e+00,1.165831008072995701e+42,7.546290226231595349e+42
4.673795107992463616e-02,3.571804890694718626e-01,2.311988285609925864e+00,4.555619403607804997e+42,2.948800121271443505e+43
4.727969591600390820e-02,4.413939904202009434e-01,2.857092608414108614e+00,1.808386163925420617e+43,1.170547595627890477e+44
4.782772017727485170e-02,5.467663380612447499e-01,3.539155713282991833e+00,7.293668426076757614e+43,4.721107808588225626e+44
4.838209664925956915e-02,6.789312568973858708e-01,4.394644054524141197e+00,2.989455294752673034e+44,1.935040080108754151e+45
4.894289896114531468e-02,8.451050052475603813e-01,5.470267643490024589e+00,1.245404276218480909e+45,8.061358852402484727e+45
4.951020159556351191e-02,1.054553644731426765e+00,6.826004632890502855e+00,5.274518979233702217e+45,3.414135560423536182e+46
5.008407989848212560e-02,1.319204887330020171e+00,8.539061732549294348e+00,2.271394181676251114e+46,1.470247368135673113e+47
5.066461008921268466e-02,1.654451272015764696e+00,1.070907307948981924e+01,9.947711645802788376e+46,6.439039504548123010e+47
5.125186927053333036e-02,2.080207188179062694e+00,1.346494222918240347e+01,4.431591850005007568e+47,2.868518510209885411e+48
5.184593543892913187e-02,2.622303559997444911e+00,1.697386978729426588e+01,2.008574999562992734e+48,1.300127529881784219e+49
5.244688749495118874e-02,3.314332851576497596e+00,2.145329591607844932e+01,9.263922618670870004e+48,5.996430720211609647e+49
5.305480525369574152e-02,4.200096226335397809e+00,2.718674051603412423e+01,4.348787601851665547e+49,2.814920271339668805e+50
5.366976945540476163e-02,5.336858036044326958e+00,3.454486915968632843e+01,2.078245024851010372e+50,1.345224137130315818e+51
5.429186177618942899e-02,6.799685646201853118e+00,4.401358428284960667e+01,1.011277789029392288e+51,6.545884988915802143e+51
5.492116483887789224e-02,8.687252318047169908e+00,5.623158657346543521e+01,5.011644871719280804e+51,3.243980169588261424e+52
5.555776222398877556e-02,1.112961776364498689e+01,7.204073761111443730e+01,2.529986468606237862e+52,1.637631185680904450e+53
5.620173848083188234e-02,1.429868946017414721e+01,9.255377475298449497e+01,1.301299465468977546e+53,8.423161993178079601e+53
5.685317913873753209e-02,1.842232801638146356e+01,1.192456135510057891e+02,6.821055466835955697e+53,4.415190867761244198e+54
5.751217071841613349e-02,2.380342016091479351e+01,1.540768050149069950e+02,3.644487052837310042e+54,2.359034614451753635e+55
5.817880074344935343e-02,3.084574319611817828e+01,1.996609532512468377e+02,1.985308816341718291e+55,1.285067596681463706e+56
5.885315775191450605e-02,4.008914146322719319e+01,2.594924086828074792e+02,1.102869189217074851e+56,7.138745603582090884e+56
5.953533130814370189e-02,5.225750848982090702e+01,3.382568509785758124e+02,6.249176403310740858e+56,4.045020117645409993e+57
6.022541201461927007e-02,6.832443177313217575e+01,4.422562001971833183e+02,3.612635358952411720e+57,2.338417378798550073e+58
6.092349152400711176e-02,8.960327279165373682e+01,5.799916943568575789e+02,2.131223070223654002e+58,1.379516217477470432e+59
6.162966255132941440e-02,1.178711548524734667e+02,7.629664485319284495e+02,1.283332423882549770e+59,8.306863396401120984e+59
6.234401888627863486e-02,1.555401486989027831e+02,1.006793519631318304e+03,7.889657087870519634e+59,5.106884424778340269e+60
6.306665540567406303e-02,2.058943596335903408e+02,1.332730544118356875e+03,4.953249581315050938e+60,3.206181568746122521e+61
6.379766808606282535e-02,2.734193222130855361e+02,1.769811872039593482e+03,3.176442877631480176e+61,2.056074995060738568e+62
6.453715401646702154e-02,3.642611016870872618e+02,2.357820277915879160e+03,2.081217639299243550e+62,1.347148276323879960e+63
6.528521141127847927e-02,4.868682419527132765e+02,3.151442216126300082e+03,1.393566348817245458e+63,9.020394932767458975e+63
6.604193962330305590e-02,6.528923116946665459e+02,4.226096952650900676e+03,9.538516923575150808e+63,6.174172460217574457e+64
6.680743915695615265e-02,8.784553903693445136e+02,5.686140856282304412e+03,6.675560319018404365e+64,4.321013529507521209e+65
6.758181168161110641e-02,1.185939963636189077e+03,7.676453186193585680e+03,4.778154154490373188e+65,3.092844309833364726e+66
6.836516004510238831e-02,1.606525078948502369e+03,1.039885233581465582e+04,3.498737387904683030e+66,2.264692530192424012e+67
6.915758828738524655e-02,2.183792169381261829e+03,1.413543591636146084e+04,2.621535825431330321e+67,1.696890032961773147e+68
6.995920165435375038e-02,2.978869401448794633e+03,1.928187952946084988e+04,2.010524378154871884e+68,1.301389340256809135e+69
7.077010661181890039e-02,4.077796634972588890e+03,2.639510930655140328e+04,1.578662019681648213e+69,1.021849795309334172e+70
7.159041085964888695e-02,5.602106793489622760e+03,3.626179390432666696e+04,1.269444687626063126e+70,8.216969674539981008e+70
7.242022334607314815e-02,7.724082625767377976e+03,4.999709976986996480e+04,1.045690390181833472e+71,6.768633804085088607e+71
7.325965428215229502e-02,1.068883417796688627e+04,6.918759608249444864e+04,8.826295462393069834e+71,5.713159687850637288e+72
7.410881515641569439e-02,1.484636301740718409e+04,9.609880279177754710e+04,7.635940221444487851e+72,4.942656410933902422e+73
7.496781874966876313e-02,2.069830286354844429e+04,1.339777373540207627e+05,6.772974147148357564e+73,4.384068381713925707e+74
7.583677914997190295e-02,2.896630904230939996e+04,1.874955918159083230e+05,6.161049815127316984e+74,3.987976789197753220e+75
7.671581176779301847e-02,4.069250223653115972e+04,2.633978936758692726e+05,5.749306305611499554e+75,3.721459944126931256e+76
7.760503335133571434e-02,5.738755469717281085e+04,3.714630509222921100e+05,5.505415368463491113e+76,3.563592141458978549e+77
7.850456200204508628e-02,8.124986128306004684e+04,5.259210210032765754e+05,5.411387488625203023e+77,3.502728974696088144e+78
7.941451719029339607e-02,1.154911869300619146e+05,7.475611894958652556e+05,5.461382099860321165e+78,3.535089912389057666e+79
8.033501977124735127e-02,1.648224332102076733e+05,1.066876681255696109e+06,5.661152987153413285e+79,3.664399313479466834e+80
8.126619200091945994e-02,2.361811542334322003e+05,1.528773487297957065e+06,6.029067887794781013e+80,3.902546403372368982e+81
8.220815755240540312e-02,3.398255436688950285e+05,2.199651717148233205e+06,6.598945239126885053e+81,4.271421468174123602e+82
8.316104153230961804e-02,4.909862319196926546e+05,3.178097492254957091e+06,7.425327854145633247e+82,4.806329444343962482e+83
8.412497049736118726e-02,7.123706442944688024e+05,4.611093368823026307e+06,8.592366447077349839e+83,5.561740122777749653e+84
8.510007247122246266e-02,1.037975869968251442e+06,6.718698600711105391e+06,1.022838098136169524e+85,6.620713542128575389e+85
8.608647696149245021e-02,1.518918329932719935e+06,9.831783910569675267e+06,1.252969460705182264e+86,8.110327422766724951e+86
8.708431497690724554e-02,2.232385224873957690e+06,1.444997318393111601e+07,1.580002402763030476e+87,1.022717409884379702e+88
8.809371904473990711e-02,3.295439063192699105e+06,2.133099859371367842e+07,2.051655975695927973e+88,1.328013350972256570e+89
8.911482322840201531e-02,4.886399751955486834e+06,3.162910441933741793e+07,2.744279942970449129e+89,1.776340890598841256e+90
9.014776314524917955e-02,7.278110621025327593e+06,4.711037420050930232e+07,3.782497269159403332e+90,2.448367042508626227e+91
9.119267598459297741e-02,1.088992554527705163e+07,7.048923740889948606e+07,5.374105206381765484e+91,3.478596581565604384e+92
9.224970052592174063e-02,1.636932152461703680e+07,1.059567383058708608e+08,7.873426442749094444e+92,5.096378514590921210e+93
9.331897715733239451e-02,2.472060724893618375e+07,1.600136517019770145e+08,1.189887670323956421e+94,7.702006238211964183e+94
9.440064789417602908e-02,3.750884770091705769e+07,2.427904634913581014e+08,1.855619959116945339e+95,1.201121488802235640e+96
9.549485639791965852e-02,5.718447777214591950e+07,3.701485573088166714e+08,2.987246767283271570e+96,1.933610525641485564e+97
9.660174799522645850e-02,8.760248726360552013e+07,5.670408394125785828e+08,4.966061619532088448e+97,3.214474653945078798e+98
9.772146969725724330e-02,1.348567924209640622e+08,8.729125298094193935e+08,8.528523440333149404e+98,5.520415277712655234e+99
9.885417021919573610e-02,2.086276549758380055e+08,1.350422850965385199e+09,1.513630969890684002e+100,9.797559436240642874e+100
1.000000000000000056e-01,3.243683153596844673e+08,2.099598853476998568e+09,2.777257506508686556e+101,1.797686888748682289e+102
