m_a_eV,SM_Np_D_0.15mm_GeVinv,SM_Eu_D_0.15mm_GeVinv,SM_Np_D_1mm_GeVinv,SM_Eu_D_1mm_GeVinv
1.829204504846293803e-04,1.284937310724468274e-09,8.317251644616783957e-09,2.128792945500416958e-10,1.377943225652711982e-09
1.850407019542302061e-04,1.286150118964540341e-09,8.325102013070679087e-09,2.144587269447824601e-10,1.388166710155089955e-09
1.871855294965579319e-04,1.287395715192150085e-09,8.333164614402391145e-09,2.160703490089651882e-10,1.398598554690965926e-09
1.893552179756295359e-04,1.288673993178762499e-09,8.341438761006817721e-09,2.177148304174610204e-10,1.409243093988873465e-09
1.915500555573527931e-04,1.289984854141909243e-09,8.349923813476379412e-09,2.193928603824913407e-10,1.420104789240368118e-09
1.937703337477988843e-04,1.291328207043845103e-09,8.358619182534212043e-09,2.211051483092183272e-10,1.431188232343594862e-09
1.960163474319185771e-04,1.292703968888274630e-09,8.367524330954822155e-09,2.228524244748327829e-10,1.442498150298940553e-09
1.982883949127071325e-04,1.294112065014656180e-09,8.376638775469102147e-09,2.246354407320292418e-10,1.454039409762551533e-09
2.005867779508234102e-04,1.295552429389601927e-09,8.385962088650515489e-09,2.264549712378028820e-10,1.465817021763750042e-09
2.029118018046678087e-04,1.297025004894905666e-09,8.395493900779467522e-09,2.283118132085407797e-10,1.477836146592653994e-09
2.052637752709252192e-04,1.298529743611732090e-09,8.405233901682849263e-09,2.302067877024295356e-10,1.490102098864610961e-09
2.076430107255774669e-04,1.300066607100529949e-09,8.415181842545852459e-09,2.321407404302440885e-10,1.502620352768342143e-09
2.100498241653915262e-04,1.301635566676224082e-09,8.425337537693284837e-09,2.341145425956356772e-10,1.515396547505029604e-09
2.124845352498882828e-04,1.303236603678280166e-09,8.435700866337650895e-09,2.361290917660871868e-10,1.528436492925909493e-09
2.149474673437980470e-04,1.304869709735239352e-09,8.446271774291455471e-09,2.381853127757607539e-10,1.541746175376301621e-09
2.174389475600079977e-04,1.306534887023353656e-09,8.457050275641327972e-09,2.402841586615204331e-10,1.555331763754375339e-09
2.199593068030074913e-04,1.308232148518959999e-09,8.468036454381611435e-09,2.424266116334737816e-10,1.569199615793356329e-09
2.225088798128369288e-04,1.309961518244284584e-09,8.479230466005413006e-09,2.446136840814424224e-10,1.583356284576292545e-09
2.250880052095461704e-04,1.311723031506351264e-09,8.490632539051044562e-09,2.468464196188386447e-10,1.597808525292948735e-09
2.276970255381680010e-04,1.313516735128755897e-09,8.502242976602266955e-09,2.491258941654973516e-10,1.612563302248853532e-09
2.303362873142130959e-04,1.315342687676035364e-09,8.514062157740595829e-09,2.514532170710906781e-10,1.627627796137031193e-09
2.330061410696924790e-04,1.317200959670441831e-09,8.526090538948476216e-09,2.538295322808280816e-10,1.643009411583447604e-09
2.357069413996727572e-04,1.319091633800942130e-09,8.538328655462093415e-09,2.562560195452352331e-10,1.658715784977767843e-09
2.384390470093720473e-04,1.321014805124298541e-09,8.550777122572948303e-09,2.587338956758881160e-10,1.674754792601579257e-09
2.412028207618007131e-04,1.322970581258126338e-09,8.563436636877510519e-09,2.612644158490755732e-10,1.691134559066849255e-09
2.439986297259550470e-04,1.324959082565867296e-09,8.576307977474512773e-09,2.638488749594617672e-10,1.707863466078028678e-09
2.468268452255692339e-04,1.326980442333625398e-09,8.589392007109601718e-09,2.664886090259226453e-10,1.724950161531866750e-09
2.496878428884326717e-04,1.329034806938896582e-09,8.602689673267492640e-09,2.691849966518408729e-10,1.742403568969735051e-09
2.525820026962784779e-04,1.331122336011215695e-09,8.616202009211836405e-09,2.719394605422591990e-10,1.760232897397985225e-09
2.555097090352507149e-04,1.333243202584809780e-09,8.629930134973313167e-09,2.747534690804117399e-10,1.778447651492657208e-09
2.584713507469563534e-04,1.335397593243376399e-09,8.643875258286766794e-09,2.776285379662823326e-10,1.797057642205675685e-09
2.614673211801091831e-04,1.337585708257136495e-09,8.658038675478339531e-09,2.805662319199734710e-10,1.816072997790566091e-09
2.644980182427719858e-04,1.339807761712371296e-09,8.672421772303940316e-09,2.835681664528088236e-10,1.835504175266593701e-09
2.675638444552045064e-04,1.342063981633651066e-09,8.687026024740428150e-09,2.866360097092446856e-10,1.855361972341247228e-09
2.706652070033241072e-04,1.344354610099043790e-09,8.701852999731333617e-09,2.897714843828200423e-10,1.875657539811963148e-09
2.738025177927857720e-04,1.346679903348592882e-09,8.716904355889032650e-09,2.929763697095438684e-10,1.896402394469092947e-09
2.769761935036891046e-04,1.349040131886401606e-09,8.732181844155514955e-09,2.962525035422881214e-10,1.917608432523209194e-09
2.801866556459195316e-04,1.351435580576693362e-09,8.747687308424188903e-09,2.996017845099424499e-10,1.939287943581068519e-09
2.834343306151309184e-04,1.353866548734246506e-09,8.763422686125239209e-09,3.030261742652800416e-10,1.961453625195785795e-09
2.867196497493769728e-04,1.356333350209636355e-09,8.779390008777391133e-09,3.065276998256846790e-10,1.984118598018097108e-09
2.900430493863991868e-04,1.358836313469725853e-09,8.795591402508933358e-09,3.101084560111084311e-10,2.007296421576972339e-09
2.934049709215786890e-04,1.361375781673913217e-09,8.812029088551237099e-09,3.137706079838538817e-10,2.031001110719339731e-09
2.968058608665602493e-04,1.363952112746616746e-09,8.828705383707956109e-09,3.175163938950130784e-10,2.055247152740180362e-09
3.002461709085549389e-04,1.366565679446546434e-09,8.845622700803409857e-09,3.213481276426505686e-10,2.080049525235927546e-09
3.037263579703311511e-04,1.369216869433297392e-09,8.862783549113637271e-09,3.252682017470807786e-10,2.105423714715808514e-09
3.072468842709003239e-04,1.371906085331842842e-09,8.880190534783854939e-09,3.292790903488711820e-10,2.131385736007577272e-09
3.108082173869063645e-04,1.374633744795501589e-09,8.897846361236027199e-09,3.333833523355013152e-10,2.157952152496013611e-09
3.144108303147264728e-04,1.377400280567978011e-09,8.915753829570450742e-09,3.375836346029161834e-10,2.185140097234589003e-09
3.180552015332919840e-04,1.380206140545087522e-09,8.933915838965306010e-09,3.418826754585464216e-10,2.212967294972823918e-09
3.217418150676371437e-04,1.383051787836772780e-09,8.952335387078066441e-09,3.462833081727128710e-10,2.241452085144119298e-09
3.254711605531848163e-04,1.385937700830051099e-09,8.971015570452951095e-09,3.507884646857050461e-10,2.270613445861253652e-09
3.292437333007768767e-04,1.388864373253495247e-09,8.989959584938313374e-09,3.554011794782070941e-10,2.300471018969201034e-09
3.330600343624588820e-04,1.391832314243908338e-09,9.009170726118204306e-09,3.601245936131610721e-10,2.331045136207653575e-09
3.369205705980267201e-04,1.394842048415794801e-09,9.028652389762065982e-09,3.649619589575878124e-10,2.362356846538379342e-09
3.408258547423452110e-04,1.397894115934279044e-09,9.048408072296710882e-09,3.699166425933502639e-10,2.394427944695585767e-09
3.447764054734464112e-04,1.400989072592076051e-09,9.068441371304557574e-09,3.749921314263221003e-10,2.427281001020542172e-09
3.487727474814177595e-04,1.404127489891152105e-09,9.088755986052195821e-09,3.801920370039506800e-10,2.460939392645110140e-09
3.528154115380883050e-04,1.407309955129674498e-09,9.109355718053216806e-09,3.855201005517364058e-10,2.495427336092295466e-09
3.569049345675229896e-04,1.410537071494861104e-09,9.130244471669207832e-09,3.909801982397347272e-10,2.530769921365710340e-09
3.610418597173337151e-04,1.413809458162318154e-09,9.151426254752761165e-09,3.965763466907958869e-10,2.566993147603779170e-09
3.652267364308175480e-04,1.417127750402448961e-09,9.172905179336235898e-09,4.023127087429019368e-10,2.604123960378680968e-09
3.694601205199302477e-04,1.420492599694504958e-09,9.194685462370014998e-09,4.081935994786493842e-10,2.642190290724501238e-09
3.737425742391063937e-04,1.423904673848828516e-09,9.216771426513746568e-09,4.142234925356508530e-10,2.681221095983733217e-09
3.780746663599348950e-04,1.427364657137834723e-09,9.239167500984187437e-09,4.204070267124004890e-10,2.721246402566292258e-09
3.824569722466999088e-04,1.430873250436243520e-09,9.261878222462909804e-09,4.267490128849632348e-10,2.762297350720443137e-09
3.868900739327975780e-04,1.434431171371087661e-09,9.284908236067280579e-09,4.332544412507173592e-10,2.804406241420720378e-09
3.913745601980383993e-04,1.438039154481978130e-09,9.308262296387845139e-09,4.399284889162993515e-10,2.847606585483821497e-09
3.959110266468458469e-04,1.441697951392097060e-09,9.331945268595141305e-09,4.467765278478746543e-10,2.891933155029795101e-09
4.005000757873611187e-04,1.445408330990394184e-09,9.355962129619038865e-09,4.538041332028985127e-10,2.937422037412574044e-09
4.051423171114647368e-04,1.449171079625410561e-09,9.380317969403332685e-09,4.610170920636300702e-10,2.984110691751008925e-09
4.098383671757261184e-04,1.452987001311165891e-09,9.405017992238443171e-09,4.684214125938339801e-10,3.032038008199145328e-09
4.145888496832911426e-04,1.456856917945517454e-09,9.430067518174804888e-09,4.760233336413496859e-10,3.081244370102550780e-09
4.193943955667186118e-04,1.460781669541380246e-09,9.455471984519544005e-09,4.838293348105252935e-10,3.131771719196025983e-09
4.242556430717776958e-04,1.464762114471193390e-09,9.481236947418886386e-09,4.918461470299286275e-10,3.183663624007181498e-09
4.291732378422157359e-04,1.468799129724996347e-09,9.507368083528633944e-09,5.000807636422329549e-10,3.236965351639996000e-09
4.341478330055092592e-04,1.472893611182463599e-09,9.533871191775038612e-09,5.085404520447739537e-10,3.291723943122803740e-09
4.391800892596086085e-04,1.477046473899246869e-09,9.560752195208239463e-09,5.172327659109652136e-10,3.347988292516116507e-09
4.442706749606882793e-04,1.481258652407943541e-09,9.588017142950416990e-09,5.261655580245633726e-10,3.405809229987341584e-09
4.494202662119142376e-04,1.485531101034018238e-09,9.615672212240704344e-09,5.353469937606929537e-10,3.465239609071914973e-09
4.546295469532399291e-04,1.489864794226991260e-09,9.643723710578936733e-09,5.447855652495869952e-10,3.526334398353561840e-09
4.598992090522438817e-04,1.494260726907190418e-09,9.672178077970133228e-09,5.544901062611792921e-10,3.589150777810555405e-09
4.652299523960188752e-04,1.498719914828371505e-09,9.701041889271704462e-09,5.644698078510039977e-10,3.653748240089828237e-09
4.706224849841281286e-04,1.503243394956503326e-09,9.730321856645273872e-09,5.747342348103393609e-10,3.720188696986862840e-09
4.760775230226368536e-04,1.507832225865007209e-09,9.760024832115031528e-09,5.852933429661639443e-10,3.788536591426322148e-09
4.815957910192350034e-04,1.512487488146744439e-09,9.790157810234461859e-09,5.961574973793190072e-10,3.858859015256662881e-09
4.871780218794630342e-04,1.517210284843047756e-09,9.820727930863437119e-09,6.073374914922733020e-10,3.931225833191420913e-09
4.928249570040513054e-04,1.522001741890085380e-09,9.851742482057469937e-09,6.188445672810850310e-10,4.005709813250543939e-09
4.985373463873893265e-04,1.526863008582871286e-09,9.883208903071189572e-09,6.306904364695975052e-10,4.082386764077445013e-09
5.043159487171358559e-04,1.531795258057208756e-09,9.915134787477926211e-09,6.428873028675399914e-10,4.161335679530964410e-09
5.101615314749833501e-04,1.536799687789900760e-09,9.947527886407504334e-09,6.554478858981340292e-10,4.242638890976861799e-09
5.160748710385908026e-04,1.541877520117534062e-09,9.980396111904268441e-09,6.683854453849566020e-10,4.326382227730336250e-09
5.220567527846975506e-04,1.547030002774179708e-09,1.001374754040756459e-08,6.817138076722923849e-10,4.412655186130065094e-09
5.281079711934330654e-04,1.552258409448351103e-09,1.004759041635686482e-08,6.954473931579649245e-10,4.501551107755060162e-09
5.342293299538351933e-04,1.557564040359586736e-09,1.008193315592392170e-08,7.096012453227431006e-10,4.593167367328681671e-09
5.404216420705914865e-04,1.562948222855021532e-09,1.011678435087429726e-08,7.241910613458728237e-10,4.687605570889456582e-09
5.466857299720180412e-04,1.568412312026352326e-09,1.015215277256092644e-08,7.392332244021321902e-10,4.784971764846209934e-09
5.530224256192900478e-04,1.573957691347599081e-09,1.018804737605224961e-08,7.547448377420492938e-10,4.885376656575398178e-09
5.594325706169377133e-04,1.579585773334098384e-09,1.022447730439782588e-08,7.707437606636271191e-10,4.988935847261958823e-09
5.659170163246242521e-04,1.585298000223180855e-09,1.026145189303426093e-08,7.872486464910831217e-10,5.095770077731320289e-09
5.724766239702178735e-04,1.591095844677008527e-09,1.029898067433460449e-08,8.042789826837965379e-10,5.206005488070024538e-09
5.791122647641758691e-04,1.596980810508069315e-09,1.033707338230438862e-08,8.218551332069008717e-10,5.319773891885694571e-09
5.858248200152535966e-04,1.602954433427860051e-09,1.037573995742775803e-08,8.399983833037663098e-10,5.437213066114175878e-09
5.926151812475552710e-04,1.609018281819300917e-09,1.041499055166724250e-08,8.587309868201166752e-10,5.558467057343113110e-09
5.994842503189408769e-04,1.615173957533474776e-09,1.045483553362093350e-08,8.780762162396565251e-10,5.683686505686813736e-09
6.064329395408061141e-04,1.621423096711284285e-09,1.049528549384099087e-08,8.980584156020068194e-10,5.813028987317972726e-09
6.134621717992506636e-04,1.627767370630682332e-09,1.053635125031767158e-08,9.187030564854452609e-10,5.946659376837511860e-09
6.205728806776500623e-04,1.634208486580138369e-09,1.057804385413316550e-08,9.400367972495156952e-10,6.084750230745202562e-09
6.277660105806500508e-04,1.640748188759046427e-09,1.062037459528983716e-08,9.620875457460811959e-10,6.227482193361095516e-09
6.350425168595961881e-04,1.647388259205817833e-09,1.066335500871766633e-08,9.848845257219047257e-10,6.375044426641806800e-09
6.424033659394191159e-04,1.654130518754423157e-09,1.070699688046583555e-08,1.008458347151437237e-09,6.527635065436577500e-09
6.498495354469888087e-04,1.660976828020207858e-09,1.075131225408378661e-08,1.032841080755279360e-09,6.685461699836716940e-09
6.573820143409585173e-04,1.667929088415812568e-09,1.079631343719718570e-08,1.058066336977819613e-09,6.848741886388784643e-09
6.650018030431118507e-04,1.674989243198100225e-09,1.084201300828452444e-08,1.084169349716979316e-09,7.017703690067611644e-09
6.727099135712337041e-04,1.682159278547004116e-09,1.088842382366042019e-08,1.111187065119898818e-09,7.192586259040587703e-09
6.805073696735206446e-04,1.689441224677274540e-09,1.093555902467178624e-08,1.139158235780913009e-09,7.373640434400324000e-09
6.883952069645496224e-04,1.696837156984129957e-09,1.098343204511352754e-08,1.168123520702418884e-09,7.561129397199884999e-09
6.963744730628222430e-04,1.704349197223865404e-09,1.103205661887046532e-08,1.198125591405372290e-09,7.755329355293839017e-09
7.044462277299036847e-04,1.711979514730524333e-09,1.108144678779273677e-08,1.229209244604331787e-09,7.956530272670874577e-09
7.126115430111745839e-04,1.719730327669774971e-09,1.113161690981196050e-08,1.261421521892349899e-09,8.165036644160361229e-09
7.208715033782135597e-04,1.727603904331187907e-09,1.118258166730602770e-08,1.294811836913795055e-09,8.381168318607426014e-09
7.292272058728313045e-04,1.735602564460163356e-09,1.123435607572050953e-08,1.329432110538579902e-09,8.605261373840196975e-09
7.376797602527730442e-04,1.743728680630800334e-09,1.128695549245506507e-08,1.365336914589447071e-09,8.837669047000023388e-09
7.462302891391107279e-04,1.751984679661057725e-09,1.134039562602364107e-08,1.402583624715242916e-09,9.078762724072623648e-09
7.548799281653431614e-04,1.760373044071616952e-09,1.139469254549750461e-08,1.441232583047679253e-09,9.328932992746617494e-09
7.636298261282241416e-04,1.768896313589902714e-09,1.144986269024060139e-08,1.481347271327255026e-09,9.588590763037744645e-09
7.724811451403400600e-04,1.777557086700788136e-09,1.150592287994709303e-08,1.522994495236133178e-09,9.858168460454389596e-09
7.814350607844542133e-04,1.786358022245560125e-09,1.156289032499128076e-08,1.566244580732098572e-09,1.013812129684476436e-08
7.904927622696419996e-04,1.795301841070796389e-09,1.162078263710058455e-08,1.611171583238735668e-09,1.042892862446088779e-08
7.996554525892346716e-04,1.804391327728866172e-09,1.167961784036270312e-08,1.657853510612980270e-09,1.073109537920194730e-08
8.089243486805937659e-04,1.813629332231823440e-09,1.173941438257835357e-08,1.706372560882694773e-09,1.104515361946232563e-08
8.183006815867389754e-04,1.823018771860558614e-09,1.180019114697170369e-08,1.756815375824423529e-09,1.137166416751127675e-08
8.277856966198472461e-04,1.832562633031121731e-09,1.186196746427087825e-08,1.809273311535418401e-09,1.171121836087459186e-08
8.373806535266489033e-04,1.842263973220215892e-09,1.192476312517143674e-08,1.863842727245118406e-09,1.206443992177812297e-08
8.470868266557402123e-04,1.852125922951952540e-09,1.198859839319643289e-08,1.920625293710022634e-09,1.243198695335237614e-08
8.569055051268347108e-04,1.862151687848012406e-09,1.205349401796685833e-08,1.979728322643111831e-09,1.281455407199134954e-08
8.668379930019773794e-04,1.872344550743477763e-09,1.211947124889718927e-08,2.041265118745342062e-09,1.321287468601192952e-08
8.768856094587426870e-04,1.882707873870662045e-09,1.218655184933104791e-08,2.105355356033170034e-09,1.362772343157876223e-08
8.870496889654402514e-04,1.893245101113366019e-09,1.225475811113277426e-08,2.172125480293410632e-09,1.405991877774832909e-08
8.973315814583519715e-04,1.903959760334096880e-09,1.232411286975122059e-08,2.241709139646094912e-09,1.451032581345286697e-08
9.077326525210223113e-04,1.914855465776868287e-09,1.239463951977281159e-08,2.314247645358338467e-09,1.497985923029561956e-08
9.182542835656281937e-04,1.925935920548318684e-09,1.246636203098154048e-08,2.389890465229016749e-09,1.546948651617319645e-08
9.288978720164497516e-04,1.937204919179992167e-09,1.253930496494430759e-08,2.468795752056321253e-09,1.598023137598533461e-08
9.396648314954690433e-04,1.948666350274729561e-09,1.261349349214071910e-08,2.551130909909772979e-09,1.651317739704865333e-08
9.505565920101191743e-04,1.960324199240261288e-09,1.268895340965731582e-08,2.637073201156477141e-09,1.706947197830784730e-08
9.615746001432095213e-04,1.972182551113185437e-09,1.276571115946684524e-08,2.726810397440147877e-09,1.765033054404818523e-08
9.727203192450537298e-04,1.984245593476670357e-09,1.284379384731424914e-08,2.820541478082720077e-09,1.825704106456891043e-08
9.839952296278227113e-04,1.996517619475350144e-09,1.292322926223169055e-08,2.918477379674238024e-09,1.889096890819251778e-08
9.954008287621518049e-04,2.009003030931004647e-09,1.300404589670602941e-08,3.020841800939818043e-09,1.955356205107616640e-08
1.006938631476027041e-03,2.021706341562800058e-09,1.308627296752305101e-08,3.127872067325179340e-09,2.024635667357452849e-08
1.018610170155975336e-03,2.034632180315972888e-09,1.316994043731366976e-08,3.239820060127548711e-09,2.097098317439742423e-08
1.030416994950587558e-03,2.047785294803051861e-09,1.325507903682854813e-08,3.356953215420100243e-09,2.172917263653300845e-08
1.042360673976401152e-03,2.061170554861834697e-09,1.334172028796846920e-08,3.479555598478632223e-09,2.252276378188824858e-08
1.054442793526168438e-03,2.074792956234542723e-09,1.342989652759910638e-08,3.607929059923181308e-09,2.335371045486082403e-08
1.066664958279538774e-03,2.088657624372745809e-09,1.351964093217983812e-08,3.742394480338927371e-09,2.422408967862730025e-08
1.079028791516183647e-03,2.102769818372851562e-09,1.361098754323773935e-08,3.883293110745018971e-09,2.513611033184391048e-08
1.091535935331391146e-03,2.117134935047138407e-09,1.370397129371888569e-08,4.030988016941721188e-09,2.609212249773972301e-08
1.104188050854160164e-03,2.131758513135532201e-09,1.379862803525073579e-08,4.185865636492198913e-09,2.709462754228097054e-08
1.116986818467822530e-03,2.146646237663561386e-09,1.389499456635063475e-08,4.348337457891118079e-09,2.814628898323652531e-08
1.129933938033221693e-03,2.161803944452105151e-09,1.399310866161693183e-08,4.518841832345596528e-09,2.924994421762792290e-08
1.143031129114478739e-03,2.177237624784854343e-09,1.409300910194088050e-08,4.697845929553224997e-09,3.040861718125590361e-08
1.156280131207375458e-03,2.192953430239598798e-09,1.419473570577905021e-08,4.885847849915080992e-09,3.162553202081266936e-08
1.169682703970384603e-03,2.208957677689758784e-09,1.429832936152763036e-08,5.083378906779588780e-09,3.290412786658425321e-08
1.183240627458377906e-03,2.225256854482824737e-09,1.440383206104189143e-08,5.291006093586114643e-09,3.424807480198772233e-08
1.196955702359042868e-03,2.241857623802669731e-09,1.451128693434582001e-08,5.509334752177977206e-09,3.566129113525485062e-08
1.210829750232039325e-03,2.258766830223007676e-09,1.462073828557899771e-08,5.739011460096443786e-09,3.714796208855449941e-08
1.224864613750930708e-03,2.275991505459568003e-09,1.473223163022979546e-08,5.980727156365617007e-09,3.871256003083930097e-08
1.239062156947915577e-03,2.293538874328900072e-09,1.484581373370600314e-08,6.235220527149516982e-09,4.035986639281507200e-08
1.253424265461399551e-03,2.311416360922064210e-09,1.496153265129644612e-08,6.503281674726397213e-09,4.209499541579023196e-08
1.267952846786433866e-03,2.329631595001832743e-09,1.507943776957931412e-08,6.785756095501566363e-09,4.392341990089589829e-08
1.282649830528059809e-03,2.348192418632388752e-09,1.519957984933544279e-08,7.083548995293212550e-09,4.585099914143549799e-08
1.297517168657586796e-03,2.367106893050930484e-09,1.532201107002742654e-08,7.397629972900696891e-09,4.788400923908443295e-08
1.312556835771842671e-03,2.386383305790993449e-09,1.544678507590807872e-08,7.729038106032103602e-09,5.002917602451496061e-08
1.327770829355428986e-03,2.406030178067737304e-09,1.557395702382450287e-08,8.078887477058754138e-09,5.229371082497068885e-08
1.343161170046015297e-03,2.426056272435914892e-09,1.570358363278729127e-08,8.448373179816300511e-09,5.468534934560009497e-08
1.358729901902709127e-03,2.446470600731710647e-09,1.583572323537710340e-08,8.838777852825179229e-09,5.721239395824225797e-08
1.374479092677536717e-03,2.467282432310147174e-09,1.597043583106447014e-08,9.251478788903473015e-09,5.988375972113441163e-08
1.390410834090069709e-03,2.488501302590287798e-09,1.610778314152190221e-08,9.687955676243622189e-09,6.270902448601252682e-08
1.406527242105236331e-03,2.510137021921011726e-09,1.624782866801102746e-08,1.014979903167837910e-08,6.569848348567320930e-08
1.422830457214352027e-03,2.532199684780731528e-09,1.639063775093132315e-08,1.063871939313509416e-08,6.886320883567472454e-08
1.439322644719406375e-03,2.554699679325027754e-09,1.653627763162083755e-08,1.115655734524318929e-08,7.221511442894269083e-08
1.456005995020648574e-03,2.577647697296825640e-09,1.668481751650363948e-08,1.170529445979853337e-08,7.576702675213957597e-08
1.472882723907501879e-03,2.601054744314389872e-09,1.683632864368282403e-08,1.228706524139102470e-08,7.953276220834013969e-08
1.489955072852853580e-03,2.624932150553166917e-09,1.699088435208285908e-08,1.290417017807183464e-08,8.352721159250174545e-08
1.507225309310755452e-03,2.649291581838205493e-09,1.714856015324952095e-08,1.355909000758787475e-08,8.776643243516157385e-08
1.524695727017573053e-03,2.674145051164678562e-09,1.730943380592094128e-08,1.425450132157426908e-08,9.226775000658254033e-08
1.542368646296627451e-03,2.699504930664877720e-09,1.747358539348858479e-08,1.499329364331771981e-08,9.704986785915425950e-08
1.560246414366367983e-03,2.725383964040880910e-09,1.764109740447244999e-08,1.577858812944752849e-08,1.021329888812911964e-07
1.578331405652116590e-03,2.751795279483017095e-09,1.781205481614084003e-08,1.661375806236547554e-08,1.075389479425778673e-07
1.596626022101425152e-03,2.778752403095208610e-09,1.798654518141105280e-08,1.750245131859910322e-08,1.132913573288393293e-07
1.615132693503091351e-03,2.806269272849278549e-09,1.816465871917400318e-08,1.844861501879380986e-08,1.194157662987089881e-07
1.633853877809862123e-03,2.834360253091344140e-09,1.834648840819243763e-08,1.945652258801503319e-08,1.259398362418569856e-07
1.652792061464895606e-03,2.863040149624570137e-09,1.853213008472988877e-08,2.053080348071984159e-08,1.328935330853175777e-07
1.671949759731990040e-03,2.892324225393678310e-09,1.872168254407467139e-08,2.167647585351458983e-08,1.403093387804970512e-07
1.691329517029648791e-03,2.922228216797871022e-09,1.891524764613160185e-08,2.289898250104236154e-08,1.482224839120462933e-07
1.710933907269015109e-03,2.952768350660118481e-09,1.911293042526218339e-08,2.420423040647264879e-08,1.566712037036381927e-07
1.730765534195725843e-03,2.983961361882105101e-09,1.931483920456313153e-08,2.559863429860521866e-08,1.656970199580986808e-07
1.750827031735725098e-03,3.015824511815594096e-09,1.952108571478202766e-08,2.708916465311644162e-08,1.753450517639616592e-07
1.771121064345088569e-03,3.048375607382452567e-09,1.973178521807911287e-08,2.868340062662033455e-08,1.856643581315668375e-07
1.791650327363901278e-03,3.081633020977212614e-09,1.994705663685420970e-08,3.038958846972052991e-08,1.967083160940368021e-07
1.812417547374237711e-03,3.115615711187660297e-09,2.016702268786878435e-08,3.221670602993803093e-08,2.085350382273206008e-07
1.833425482562290546e-03,3.150343244370802152e-09,2.039181002190465636e-08,3.417453402826206523e-08,2.212078340151215875e-07
1.854676923084699371e-03,3.185835817123336135e-09,2.062154936921278057e-08,3.627373487518110842e-08,2.347957200160147695e-07
1.876174691439121654e-03,3.222114279687788734e-09,2.085637569101849997e-08,3.852593988464646511e-08,2.493739843894171126e-07
1.897921642839101508e-03,3.259200160337513641e-09,2.109642833736283670e-08,4.094384584892422569e-08,2.650248120135129404e-07
1.919920665593284788e-03,3.297115690785962529e-09,2.134185121157378442e-08,4.354132205532059131e-08,2.818379771922270416e-07
1.942174681489026522e-03,3.335883832667936818e-09,2.159279294167638543e-08,4.633352895917186242e-08,2.999116118118595973e-07
1.964686646180446600e-03,3.375528305142956272e-09,2.184940705906621800e-08,4.933704987840152808e-08,3.193530577848301655e-07
1.987459549580983600e-03,3.416073613673489998e-09,2.211185218478751883e-08,5.257003724578332080e-08,3.402798137237800022e-07
2.010496416260499231e-03,3.457545080033454824e-09,2.238029222377480174e-08,5.605237514860182742e-08,3.628205870421285345e-07
2.033800305846981960e-03,3.499968873605318392e-09,2.265489656743536190e-08,5.980586010486273977e-08,3.871164640977210523e-07
2.057374313432913573e-03,3.543372044027127081e-09,2.293584030496979848e-08,6.385440227424430699e-08,4.133222126082099183e-07
2.081221569986339229e-03,3.587782555254000799e-09,2.322330444384807994e-08,6.822424958480690516e-08,4.416077323975053889e-07
2.105345242766706263e-03,3.633229321102007799e-09,2.351747613988104017e-08,7.294423757795311298e-08,4.721596726135092348e-07
2.129748535745521181e-03,3.679742242345933851e-09,2.381854893734993753e-08,7.804606813981876712e-08,5.051832359243985115e-07
2.154434690031884272e-03,3.727352245446210927e-09,2.412672301968141533e-08,8.356462070362040149e-08,5.409041928956803183e-07
2.179406984302956034e-03,3.776091322984274113e-09,2.444220547118093722e-08,8.953829998189522047e-08,5.795711328210464243e-07
2.204668735239409625e-03,3.825992575889863049e-09,2.476521055036526032e-08,9.600942482860264766e-08,6.214579807820975343e-07
2.230223297965938743e-03,3.877090257548241853e-09,2.509595997546339345e-08,1.030246634486069456e-07,6.668668147093440611e-07
2.256074066496861676e-03,3.929419819880024367e-09,2.543468322268601796e-08,1.106355208775419670e-07,7.161310207833845508e-07
2.282224474186898746e-03,3.983017961491372497e-09,2.578161783789618733e-08,1.188988854617218595e-07,7.696188307366095200e-07
2.308677994187169520e-03,4.037922677997521465e-09,2.613700976234775184e-08,1.278776419909023371e-07,8.277372905911490473e-07
2.335438139906479207e-03,4.094173314628345806e-09,2.650111367319510807e-08,1.376413601941106664e-07,8.909367172133110715e-07
2.362508465477947562e-03,4.151810621230492608e-09,2.687419333951572154e-08,1.482670685210236461e-07,9.597157069115767600e-07
2.389892566231050126e-03,4.210876809787009985e-09,2.725652199462804788e-08,1.598401245224761075e-07,1.034626769309672943e-06
2.417594079169130793e-03,4.271415614582034455e-09,2.764838272553068316e-08,1.724551947414171043e-07,1.116282670068197837e-06
2.445616683452446396e-03,4.333472355145176582e-09,2.805006888033409543e-08,1.862173588624301607e-07,1.205363577917659872e-06
2.473964100886814031e-03,4.397094002117760827e-09,2.846188449460527191e-08,2.012433549815297202e-07,1.302625125146857735e-06
2.502640096417919208e-03,4.462329246191058691e-09,2.888414473759697075e-08,2.176629852923283616e-07,1.408907506448005560e-06
2.531648478631355528e-03,4.529228570275040161e-09,2.931717637938775140e-08,2.356207042912222367e-07,1.525145759186503198e-06
2.560993100258459210e-03,4.597844325065190569e-09,2.976131828001731305e-08,2.552774148429616666e-07,1.652381389127105327e-06
2.590677858688008716e-03,4.668230808184396259e-09,3.021692190176282622e-08,2.768125011890189706e-07,1.791775529863607690e-06
