m_a_eV,dipole_cann1_D_0.15mm_GeVinv,dipole_cann1_D_1mm_GeVinv
6.665363268124913435e-03,7.172096968215158501e-10,2.963629009567612287e-04
6.742622241778342337e-03,7.384519937356181037e-10,3.604579576008430848e-04
6.820776732865685421e-03,7.605887442374635005e-10,4.394110755424583681e-04
6.899837121430018629e-03,7.836653097094137647e-10,5.368888769583967562e-04
6.979813907830660115e-03,8.077297212356245682e-10,6.575161067348535109e-04
7.060717714137772563e-03,8.328328568134706647e-10,8.071396052301522484e-04
7.142559285543126184e-03,8.590286315931210922e-10,9.931686883045110457e-04
7.225349491787214085e-03,8.863742021923763551e-10,1.225015100239671252e-03
7.309099328602909965e-03,9.149301862250283900e-10,1.514663043038481276e-03
7.393819919175866756e-03,9.447608982806329565e-10,1.877409546401640535e-03
7.479522515621821015e-03,9.759346037026061894e-10,2.332828458786575035e-03
7.566218500481054592e-03,1.008523791630911974e-09,2.906028740700854120e-03
7.653919388230148030e-03,1.042605468906266292e-09,3.629301062963198599e-03
7.742636826811269413e-03,1.078261476576001177e-09,4.544278050102910221e-03
7.832382599179196422e-03,1.115578830898728786e-09,5.704775726972670033e-03
7.923168624866253756e-03,1.154650090917105202e-09,7.180540752254081088e-03
8.015006961565405291e-03,1.195573754856984521e-09,9.062205254264404930e-03
8.107909806731686611e-03,1.238454687818736517e-09,1.146785596307551593e-02
8.201889499202202546e-03,1.283404583454416114e-09,1.455176714215026396e-02
8.296958520834906564e-03,1.330542462575056919e-09,1.851604181460397500e-02
8.393129498166364971e-03,1.379995211907853985e-09,2.362617276074283068e-02
8.490415204088747059e-03,1.431898166526245405e-09,3.023190133907938809e-02
8.588828559546249353e-03,1.486395739809668432e-09,3.879525693353261945e-02
8.688382635251184691e-03,1.543642105157520030e-09,4.992835683258953910e-02
8.789090653419954699e-03,1.603801934087128253e-09,6.444451162117301179e-02
8.890965989529158939e-03,1.667051195792558964e-09,8.342752189115465455e-02
8.994022174092043687e-03,1.733578023734232630e-09,1.083259198102346915e-01
9.098272894455557494e-03,1.803583655373968910e-09,1.410815187910385016e-01
9.203731996618221695e-03,1.877283451771584524e-09,1.843052919834341219e-01
9.310413487069076066e-03,1.954908004424206533e-09,2.415187419698366089e-01
9.418331534647951184e-03,2.036704337464933069e-09,3.174861745550736081e-01
9.527500472427289507e-03,2.122937214151403075e-09,4.186735459157160388e-01
9.637934799615785822e-03,2.213890557476210436e-09,5.538841067531675710e-01
9.749649183484086420e-03,2.309868995729730647e-09,7.351417868010974299e-01
9.862658461312821118e-03,2.411199544953282128e-09,9.789228553595515914e-01
9.976977642363202281e-03,2.518233441448777808e-09,1.307878796442443647e+00
1.009262190987048405e-02,2.631348138874746512e-09,1.753254297759575975e+00
1.020960662306047602e-02,2.750949485973064231e-09,2.358292186668371926e+00
1.032794731918952429e-02,2.877474102654455316e-09,3.183044418196447456e+00
1.044765971560805175e-02,3.011391974042861133e-09,4.311193059805740191e+00
1.056875971184804974e-02,3.153209284162700209e-09,5.859754594035280206e+00
1.069126339173477255e-02,3.303471513273567971e-09,7.992934812502170416e+00
1.081518702552289150e-02,3.462766825442637836e-09,1.094197975611071350e+01
1.094054707205743479e-02,3.631729775828718507e-09,1.503371976115341546e+01
1.106736018095974550e-02,3.811045370369345490e-09,2.073176254767965077e+01
1.119564319483879432e-02,4.001453514155071519e-09,2.869615902891490578e+01
1.132541315152812630e-02,4.203753888789519034e-09,3.987014688131797868e+01
1.145668728634872610e-02,4.418811303522160656e-09,5.560673431974327485e+01
1.158948303439811742e-02,4.647561569963308946e-09,7.785412430484333868e+01
1.172381803286599682e-02,4.891017955813956911e-09,1.094283744704421650e+02
1.185971012337670542e-02,5.150278279344099865e-09,1.544158933152576481e+02
1.199717735435885599e-02,5.426532713418129650e-09,2.187699356323224720e+02
1.213623798344241715e-02,5.721072375793495239e-09,3.111981199214776552e+02
1.227691047988360359e-02,6.035298791320580841e-09,4.444882674979305648e+02
1.241921352701784616e-02,6.370734321674988415e-09,6.374971009883031456e+02
1.256316602474121490e-02,6.729033669502451572e-09,9.181454832740632810e+02
1.270878709202059517e-02,7.111996576516388731e-09,1.327948424564187462e+03
1.285609606943296547e-02,7.521581849345828518e-09,1.928895136837953714e+03
1.300511252173409786e-02,7.959922863001437130e-09,2.813942800729524606e+03
1.315585624045705233e-02,8.429344709953793135e-09,4.123091110682885301e+03
1.330834724654075991e-02,8.932383183279637355e-09,6.068112904227526997e+03
1.346260579298911089e-02,9.471805805447854212e-09,8.970769925208187487e+03
1.361865236756082745e-02,1.005063514045213093e-08,1.332213031327337922e+04
1.377650769549054917e-02,1.067217465656960719e-08,1.987505504257879511e+04
1.393619274224143501e-02,1.134003744051311071e-08,2.978905872855875350e+04
1.409772871628967722e-02,1.205817810169860219e-08,4.485825145895797323e+04
1.426113707194129852e-02,1.283092824839913454e-08,6.787168542433550465e+04
1.442643951218158804e-02,1.366303596642788839e-08,1.031857072789133090e+05
1.459365799155757683e-02,1.455970978651742865e-08,1.576373909904249012e+05
1.476281471909391199e-02,1.552666768970080624e-08,2.420093560810775671e+05
1.493393216124253367e-02,1.657019177185761197e-08,3.733902943992214277e+05
1.510703304486655726e-02,1.769718927043688126e-08,5.789977262536146445e+05
1.528214036025870616e-02,1.891526074968227715e-08,9.023997340243583312e+05
1.545927736419478588e-02,2.023277634715909180e-08,1.413692397661634255e+06
1.563846758302247716e-02,2.165896110598338591e-08,2.226233137123768218e+06
1.581973481578601362e-02,2.320399055615222528e-08,3.524295478898950852e+06
1.600310313738701612e-02,2.487909786740422045e-08,5.609012771653639153e+06
1.618859690178199237e-02,2.669669407815236424e-08,8.975110311045268551e+06
1.637624074521688844e-02,2.867050311377126468e-08,1.443974506792040169e+07
1.656605958949915192e-02,3.081571354699962398e-08,2.336001138158897310e+07
1.675807864530768840e-02,3.314914932822206331e-08,3.800214531470153481e+07
1.695232341554121433e-02,3.568946202949487623e-08,6.217170634074221551e+07
1.714881969870540868e-02,3.845734750985544816e-08,1.022952485391033590e+08
1.734759359233932485e-02,4.147579032828230234e-08,1.692874883668949008e+08
1.754867149648152089e-02,4.477033971347596395e-08,2.817928971182925701e+08
1.775208011717635884e-02,4.836942145673246673e-08,4.718461281532267928e+08
1.795784647002096959e-02,5.230469073765661307e-08,7.948142698669859171e+08
1.816599788375328553e-02,5.661143163644043117e-08,1.346963725132561684e+09
1.837656200388172387e-02,6.132900994749334345e-08,2.296685639817724228e+09
1.858956679635688156e-02,6.650138690678310631e-08,3.940337300238962173e+09
1.880504055128583499e-02,7.217770260218452512e-08,6.802719604922587395e+09
1.902301188668945736e-02,7.841293917928012745e-08,1.181899540762327576e+10
1.924350975230332272e-02,8.526867551603254189e-08,2.066613403694827271e+10
1.946656343342263382e-02,9.281394685580663609e-08,3.637063098039560699e+10
1.969220255479173579e-02,1.011262250033156813e-07,6.442997307479791260e+10
1.992045708453871189e-02,1.102925371541084548e-07,1.148956450055664825e+11
2.015135733815558508e-02,1.204107443065862518e-07,2.062676181457945251e+11
2.038493398252464242e-02,1.315910035688996349e-07,3.728242560790860596e+11
2.062121803999144437e-02,1.439574426075355314e-07,6.785112135246732178e+11
2.086024089248504979e-02,1.576500790921235226e-07,1.243438187718132568e+12
2.110203428568596662e-02,1.728270233933431951e-07,2.294777661878190430e+12
2.134663033324245285e-02,1.896670091321071030e-07,4.265221713999304199e+12
2.159406152103567761e-02,2.083723036303057458e-07,7.984779881478333008e+12
2.184436071149428379e-02,2.291720590811506909e-07,1.505708119479340234e+13
2.209756114795903212e-02,2.523261755851398149e-07,2.860300953812668359e+13
2.235369645909796379e-02,2.781297593779737246e-07,5.474100616135237500e+13
2.261280066337279654e-02,3.069182739591522435e-07,1.055556214641268750e+14
2.287490817355703962e-02,3.390734988331901142e-07,2.050951448297735625e+14
2.314005380130654266e-02,3.750304307019463829e-07,4.015809721248610000e+14
2.340827276178294308e-02,4.152852857997849242e-07,7.924527304351613750e+14
2.367960067833078594e-02,4.604047903689951117e-07,1.576141864525964750e+15
2.395407358720879482e-02,5.110369799047773557e-07,3.159938305728667000e+15
2.423172794237600514e-02,5.679237678109203583e-07,6.386506873667882000e+15
2.451260062033339820e-02,6.319155917710330789e-07,1.301338359827786200e+16
2.479672892502160150e-02,7.039885029937680232e-07,2.673623215298668000e+16
2.508415059277541159e-02,7.852641313957043935e-07,5.539044213614646400e+16
2.537490379733571555e-02,8.770330409992670310e-07,1.157273824198797120e+17
2.566902715491951870e-02,9.807820870850142868e-07,2.438633859234216320e+17
2.596655972934872394e-02,1.098226503278331666e-06,5.183334461643960320e+17
2.626754103723838440e-02,1.231347586824127485e-06,1.111392656899697792e+18
2.657201105324506762e-02,1.382437018751946212e-06,2.404171612561358848e+18
2.688001021537607393e-02,1.554149058491753184e-06,5.247441003980246016e+18
2.719157943036018890e-02,1.749562097143756514e-06,1.155736538985126093e+19
2.750676007908067419e-02,1.972251349066207237e-06,2.568886084743087309e+19
2.782559402207126012e-02,2.226374818797121006e-06,5.763040123104860570e+19
2.814812360507581296e-02,2.516775113169454892e-06,1.305046061230565130e+20
2.847439166467247845e-02,2.849100193539764679e-06,2.983421279419934310e+20
2.880444153396297807e-02,3.229946800930085084e-06,6.885976935982244823e+20
2.913831704832789068e-02,3.667031062997122549e-06,1.604822583848707555e+21
2.947606255124858229e-02,4.169391737493802674e-06,3.777006897882958660e+21
2.981772290019673102e-02,4.747632701137441273e-06,8.977950065304994316e+21
3.016334347259197468e-02,5.414212703711792912e-06,2.155585195477070512e+22
3.051297017182871135e-02,6.183792134605695935e-06,5.228321904002277258e+22
3.086664943337274689e-02,7.073648667183740886e-06,1.281208090122494285e+23
3.122442823092858033e-02,8.104176248006871635e-06,3.172407379190797608e+23
3.158635408267818773e-02,9.299485098511546503e-06,7.938207636248466471e+23
3.195247505759213347e-02,1.068812434069980675e-05,2.007581040994420802e+24
3.232283978181380718e-02,1.230395372642319155e-05,5.132091171164944987e+24
3.269749744511767781e-02,1.418719696858657741e-05,1.326295891315449821e+25
3.307649780744242179e-02,1.638571662670267444e-05,3.465501051685159042e+25
3.345989120549974771e-02,1.895655974686275832e-05,9.156438767898043303e+25
3.384772855945983316e-02,2.196783494880057415e-05,2.446685500057561496e+26
3.424006137971425529e-02,2.550099596036478495e-05,6.612678146556542535e+26
3.463694177371734462e-02,2.965362444347248766e-05,1.807930184097265794e+27
3.503842245290676033e-02,3.454282724929964968e-05,5.000909245699205045e+27
3.544455673970435539e-02,4.030939114424868708e-05,1.399709868624225792e+28
3.585539857459817126e-02,4.712287303775484891e-05,3.964680330712973575e+28
3.627100252330648505e-02,5.518784769872082122e-05,1.136630963811347453e+29
3.669142378402494298e-02,6.475159027010557065e-05,3.298623093979219242e+29
3.711671819475766826e-02,7.611354065199923882e-05,9.691907673641689090e+29
3.754694224073337055e-02,8.963698495834006156e-05,2.883442992674283054e+30
3.798215306190736579e-02,1.057635008155673179e-04,8.687641411679732604e+30
3.842240846055060971e-02,1.250308547661814062e-04,2.651211878456415487e+31
3.886776690892667502e-02,1.480952198504492852e-04,8.196026879534834967e+31
3.931828755705769896e-02,1.757588103961871479e-04,2.567105980266259463e+32
3.977403024058037001e-02,2.090043231695468346e-04,8.147634994605242391e+32
4.023505548869293208e-02,2.490379475143985602e-04,2.620796447081015283e+33
4.070142453219438572e-02,2.973431855717122282e-04,8.545084627333819134e+33
4.117319931161678853e-02,3.557483379117428813e-04,2.824548047358034991e+34
4.165044248545184818e-02,4.265113001190449279e-04,9.466731261310983610e+34
4.213321743847289053e-02,5.124263346130499041e-04,3.217654244476547864e+35
4.262158829015325057e-02,6.169587981803740335e-04,1.109270630867006703e+36
4.311561990318228677e-02,7.444155098794454214e-04,3.879411562738028683e+36
4.361537789208005944e-02,9.001606553683922599e-04,1.376564651733128325e+37
4.412092863191190151e-02,1.090889999624469406e-03,4.956816467663896776e+37
4.463233926710397093e-02,1.324979928545487462e-03,1.811583813188499292e+38
4.514967772036102001e-02,1.612932736888137613e-03,6.721065788941952515e+38
4.567301270168747096e-02,1.967945991912432857e-03,2.531731269597531733e+39
4.620241371751312998e-02,2.406642217083968926e-03,9.684413118410101869e+39
4.673795107992463616e-02,2.950006209845970270e-03,3.762553090553583735e+40
4.727969591600390820e-02,3.624591903752235732e-03,1.484991184946060580e+41
4.782772017727485170e-02,4.464079977723582789e-03,5.954923871219893894e+41
4.838209664925956915e-02,5.511292976486091739e-03,2.426720496679051107e+42
4.894289896114531468e-02,6.820808656151914305e-03,1.005160804266121326e+43
4.951020159556351191e-02,8.462357471827452321e-03,4.232583644958298665e+43
5.008407989848212560e-02,1.052525046041621545e-02,1.812227417142213632e+44
5.066461008921268466e-02,1.312416451136736405e-02,7.891160432431082874e+44
5.125186927053333036e-02,1.640672033655890885e-02,3.495223386496020321e+45
5.184593543892913187e-02,2.056343414340142117e-02,1.575073166801344067e+46
5.244688749495118874e-02,2.584082049000483924e-02,7.222791799818850123e+46
5.305480525369574152e-02,3.255868945747990989e-02,3.371132883990275161e+47
5.366976945540476163e-02,4.113304143047461642e-02,1.601776515929874578e+48
5.429186177618942899e-02,5.210645236595042029e-02,7.749490297722421732e+48
5.492116483887789224e-02,6.618850978309734345e-02,3.818391517558314625e+49
5.555776222398877556e-02,8.430977187701760300e-02,1.916531066474613190e+50
5.620173848083188234e-02,1.076939724325941955e-01,9.801045693809956210e+50
5.685317913873753209e-02,1.379549127456589641e-01,5.107921815982766909e+51
5.751217071841613349e-02,1.772268506529580678e-01,2.713479652308143445e+52
5.817880074344935343e-02,2.283404715665250384e-01,1.469656115744674260e+53
5.885315775191450605e-02,2.950610667239192964e-01,8.117254387346465016e+53
5.953533130814370189e-02,3.824118573031466406e-01,4.573044571136706336e+54
6.022541201461927007e-02,4.971142082185530109e-01,2.628477573016847360e+55
6.092349152400711176e-02,6.481887927171933184e-01,1.541723718185410159e+56
6.162966255132941440e-02,8.477790517078198640e-01,9.230267971046481420e+56
6.234401888627863486e-02,1.112282616520874123e+00,5.641969936737617687e+57
6.306665540567406303e-02,1.463910706403432016e+00,3.521764805252317474e+58
6.379766808606282535e-02,1.932844150887870871e+00,2.245477381395400030e+59
6.453715401646702154e-02,2.560223792836735957e+00,1.462792182181090921e+60
6.528521141127847927e-02,3.402311528837397958e+00,9.738459908094091779e+60
6.604193962330305590e-02,4.536299100489189939e+00,6.627366407195561627e+61
6.680743915695615265e-02,6.068443839402999807e+00,4.611533304551516571e+62
6.758181168161110641e-02,8.145501474103824080e+00,3.281823945755510831e+63
6.836516004510238831e-02,1.097084627173937754e+01,2.389263045492716442e+64
6.915758828738524655e-02,1.482727771150420715e+01,1.779942260958877418e+65
6.995920165435375038e-02,2.010939840761484732e+01,1.357240962254833233e+66
7.077010661181890039e-02,2.736974024058038779e+01,1.059581270821446015e+67
7.159041085964888695e-02,3.738470806003859792e+01,8.471423483111642415e+67
7.242022334607314815e-02,5.124919149172506394e+01,6.938142643465222831e+68
7.325965428215229502e-02,7.051279743294387004e+01,5.822588073317963847e+69
7.410881515641569439e-02,9.737672811295753661e+01,5.008384032901378133e+70
7.496781874966876313e-02,1.349793515294584836e+02,4.416843566038840065e+71
7.583677914997190295e-02,1.878119653435148280e+02,3.994705962255059808e+72
7.671581176779301847e-02,2.623263949827166925e+02,3.706321100717429561e+73
7.760503335133571434e-02,3.678263284770657719e+02,3.528703622952767582e+74
7.850456200204508628e-02,5.177799367987161077e+02,3.448507883714868877e+75
7.941451719029339607e-02,7.317604483816359107e+02,3.460370890981790901e+76
8.033501977124735127e-02,1.038326423482770906e+03,3.566337797260335696e+77
8.126619200091945994e-02,1.479313849445384676e+03,3.776289287182573779e+78
8.220815755240540312e-02,2.116257938972835291e+03,4.109482206774887194e+79
8.316104153230961804e-02,3.040040654045494648e+03,4.597542065071854037e+80
8.412497049736118726e-02,4.385444200531354909e+03,5.289569959960258845e+81
8.510007247122246266e-02,6.353197114177361982e+03,6.260542505239681595e+82
8.608647696149245021e-02,9.243511652857598165e+03,7.625056319661417907e+83
8.708431497690724554e-02,1.350732056348106562e+04,9.559998295722254619e+84
8.809371904473990711e-02,1.982489292477045092e+04,1.234247068651040836e+86
8.911482322840201531e-02,2.922698763133413013e+04,1.641434185117940866e+87
9.014776314524917955e-02,4.328238782576546510e+04,2.249423267636348582e+88
9.119267598459297741e-02,6.438948743049309996e+04,3.177578011876688566e+89
9.224970052592174063e-02,9.623171686627643066e+04,4.628617887837661960e+90
9.331897715733239451e-02,1.444921280126284692e+05,6.954902031724812067e+91
9.440064789417602908e-02,2.179798113804217428e+05,1.078379405060124705e+93
9.549485639791965852e-02,3.304138221272237133e+05,1.726041157441559904e+94
9.660174799522645850e-02,5.032618178781289025e+05,2.852920363802078095e+95
9.772146969725724330e-02,7.702786634460337227e+05,4.871345016335087595e+96
9.885417021919573610e-02,1.184798283819441916e+06,8.595923563777459228e+97
1.000000000000000056e-01,1.831506493160758866e+06,1.568144888229833332e+99
