m_a_eV,MQM_Np_D_0.15mm_GeVinv,MQM_Eu_D_0.15mm_GeVinv,MQM_Np_D_1mm_GeVinv,MQM_Eu_D_1mm_GeVinv
3.711671819475766826e-02,4.931569924990847169e-03,7.634509000950227137e-03,6.279608068379080873e+31,9.721391980580856898e+31
3.754694224073337055e-02,5.841347096767359089e-03,9.042925004866001967e-03,1.879044834203225128e+32,2.908928580170172973e+32
3.798215306190736579e-02,6.932088413367590470e-03,1.073148960517595653e-02,5.694166504039665608e+32,8.815076352806820338e+32
3.842240846055060971e-02,8.242291657409301156e-03,1.275980079448332284e-02,1.747733516554054820e+33,2.705646977806786662e+33
3.886776690892667502e-02,9.819159649103873996e-03,1.520093273806513712e-02,5.434212967830307491e+33,8.412645150936985236e+33
3.931828755705769896e-02,1.172068211826218787e-02,1.814465869695949460e-02,1.711904688633657047e+34,2.650180764529422551e+34
3.977403024058037001e-02,1.401824205948578803e-02,2.170148589768641431e-02,5.464744357180614820e+34,8.459910457999803713e+34
4.023505548869293208e-02,1.679988528958478375e-02,2.600771709802014026e-02,1.767966694142738842e+35,2.736969736840547721e+35
4.070142453219438572e-02,2.017443033405178637e-02,3.123181305690348256e-02,5.797752323842848693e+35,8.975436417793565739e+35
4.117319931161678853e-02,2.427664528183989465e-02,3.758240676622395110e-02,1.927501655516830416e+36,2.983944050720728359e+36
4.165044248545184818e-02,2.927378221017345322e-02,4.531841932178233556e-02,6.497530759642442485e+36,1.005875569503016984e+37
4.213321743847289053e-02,3.537384258724791952e-02,5.476185550203709757e-02,2.221212827210634612e+37,3.438635075705059126e+37
4.262158829015325057e-02,4.283605449318562963e-02,6.631402343829223556e-02,7.701774791388498916e+37,1.192303259661398457e+38
4.311561990318228677e-02,5.198418218630448950e-02,8.047613900742059401e-02,2.709078932083093090e+38,4.193895211028846633e+38
4.361537789208005944e-02,6.322347056659279041e-02,9.787555736885557300e-02,9.668406880796610019e+38,1.496755404039573390e+39
4.412092863191190151e-02,7.706226481216635338e-02,1.192992420853053182e-01,3.501576725315267260e+39,5.420752302723730858e+39
4.463233926710397093e-02,9.413965663041133636e-02,1.457365639791821654e-01,1.287128011954044673e+40,1.992588677054308324e+40
4.514967772036102001e-02,1.152609167897565567e-01,1.784341538441847896e-01,4.802904590629834590e+40,7.435323616127513720e+40
4.567301270168747096e-02,1.414430103872423572e-01,2.189663641289447127e-01,1.819641868908178917e+41,2.816967504868375095e+41
4.620241371751312998e-02,1.739731987930675239e-01,2.693259899609438124e-01,7.000742846956244401e+41,1.083777277649055638e+42
4.673795107992463616e-02,2.144846668693919656e-01,3.320413468097023757e-01,2.735621177719226742e+42,4.234984968711817010e+42
4.727969591600390820e-02,2.650543517650387759e-01,4.103277181647124738e-01,1.085924667809389207e+43,1.681107999449091494e+43
4.782772017727485170e-02,3.283297925370546877e-01,5.082837300353024723e-01,4.379802622193627515e+43,6.780324126010383936e+43
4.838209664925956915e-02,4.076940060254246045e-01,6.311465934735454031e-01,1.795149350644554760e+44,2.779050907520336322e+44
4.894289896114531468e-02,5.074803105634448919e-01,7.856246707905752968e-01,7.478575383508196293e+44,1.157750005537721135e+45
4.951020159556351191e-02,6.332529186445285951e-01,9.803318579688655721e-01,3.167315911080423984e+45,4.903286823422917284e+45
5.008407989848212560e-02,7.921743472847401213e-01,1.226356368591578816e+00,1.363958108840455411e+46,2.111528502534785234e+46
5.066461008921268466e-02,9.934877206042562747e-01,1.538007381148670527e+00,5.973539103497303797e+46,9.247569992280492415e+46
5.125186927053333036e-02,1.249151505834687148e+00,1.933797666848077634e+00,2.661143401549466382e+47,4.119686744984441832e+47
5.184593543892913187e-02,1.574677012626735984e+00,2.437740113055487878e+00,1.206136821151126697e+48,1.867207107982527797e+48
5.244688749495118874e-02,1.990236307186425302e+00,3.081062872947280429e+00,5.562928036595468743e+48,8.611907529042145752e+48
5.305480525369574152e-02,2.522131716297976833e+00,3.904484288478316412e+00,2.611419964452414455e+49,4.042710440511514563e+49
5.366976945540476163e-02,3.204750127792016290e+00,4.961238321378957927e+00,1.247973238934227204e+50,1.931973604856885362e+50
5.429186177618942899e-02,4.083169028749846774e+00,6.321108932152018411e+00,6.072660358841619104e+50,9.401018514276876821e+50
5.492116483887789224e-02,5.216641100136604869e+00,8.075824542585943178e+00,3.009461641028587733e+51,4.658914369239090059e+51
5.555776222398877556e-02,6.683266391840241738e+00,1.034629097839410150e+01,1.519241172206172046e+52,2.351920500010698289e+52
5.620173848083188234e-02,8.586274276974387831e+00,1.329231649337508436e+01,7.814222525859876470e+52,1.209711169394317690e+53
5.685317913873753209e-02,1.106249363688987053e+01,1.712572436939482046e+01,4.096001473410261101e+53,6.340974698176680915e+53
5.751217071841613349e-02,1.429380607229349565e+01,2.212808350617967790e+01,2.188491855963565699e+54,3.387980101061047453e+54
5.817880074344935343e-02,1.852267734722602910e+01,2.867475247841212749e+01,1.192165622526761971e+55,1.845578449507818303e+55
5.885315775191450605e-02,2.407328063809162444e+01,3.726758020454357734e+01,6.622661032409634503e+55,1.025246848999459732e+56
5.953533130814370189e-02,3.138030951540471492e+01,4.857951100600200789e+01,3.752591645092544821e+56,5.809345731096538419e+56
6.022541201461927007e-02,4.102839722874794148e+01,6.351560916740299234e+01,2.169365111471092721e+57,3.358370198898515835e+57
6.092349152400711176e-02,5.380620919466596774e+01,8.329679892036624267e+01,1.279786226375802850e+58,1.981222939787541656e+58
6.162966255132941440e-02,7.078089692946805656e+01,1.095751257555893119e+02,7.706331556245799998e+58,1.193008687402410405e+59
6.234401888627863486e-02,9.340089394415694812e+01,1.445928936138500092e+02,4.737690114636997578e+59,7.334365805220983802e+59
6.306665540567406303e-02,1.236382850903931399e+02,1.914030653000237976e+02,2.974395631567313288e+60,4.604629066803678359e+60
6.379766808606282535e-02,1.641866060302141364e+02,2.541754736602391915e+02,1.907434233637346511e+61,2.952877896271935720e+61
6.453715401646702154e-02,2.187365308009211731e+02,3.386236104599812506e+02,1.249758275461058364e+62,1.934737000213414117e+62
6.528521141127847927e-02,2.923613575774105016e+02,4.526013926404806966e+02,8.368279433883794213e+62,1.295484108147793924e+63
6.604193962330305590e-02,3.920577810401642296e+02,6.069403260563648246e+02,5.727820212439294446e+63,8.867175287547727551e+63
6.680743915695615265e-02,5.275070098421407465e+02,8.166277830302969960e+02,4.008632540151730297e+64,6.205719816361959253e+64
6.758181168161110641e-02,7.121495877064338629e+02,1.102470921037960125e+03,2.869251914477155273e+65,4.441857238212063793e+65
6.836516004510238831e-02,9.647083391180782428e+02,1.493454338133993360e+03,2.100970086757073991e+66,3.252488615601213438e+66
6.915758828738524655e-02,1.311353644153346977e+03,2.030092111030179012e+03,1.574215992784677608e+67,2.437026413323486891e+67
6.995920165435375038e-02,1.788792587416215156e+03,2.769210072487715479e+03,1.207307410896862131e+68,1.869019285055177760e+68
7.077010661181890039e-02,2.448691570728847637e+03,3.790792409237721131e+03,9.479767449585468851e+68,1.467552341781092594e+69
7.159041085964888695e-02,3.364030360389237103e+03,5.207818292449565888e+03,7.622936561958665289e+69,1.180098400329465700e+70
7.242022334607314815e-02,4.638263677770891263e+03,7.180444835077158132e+03,6.279305892966945148e+70,9.720924186158614502e+70
7.325965428215229502e-02,6.418578584334397419e+03,9.936530703353713761e+03,5.300135645354337604e+71,8.205081527012907987e+71
7.410881515641569439e-02,8.915148848993507272e+03,1.380144359051713400e+04,4.585334711024935319e+72,7.098506085514816983e+72
7.496781874966876313e-02,1.242920240692791413e+04,1.924151114018717271e+04,4.067128939351354544e+73,6.296277446691725569e+73
7.583677914997190295e-02,1.739408880244628381e+04,2.692759700164855167e+04,3.699672175840176491e+74,5.727421684499255458e+74
7.671581176779301847e-02,2.443559503774234690e+04,3.782847512996885780e+04,3.452422753834492921e+75,5.344657581689613044e+75
7.760503335133571434e-02,3.446087042363072396e+04,5.334849336649658653e+04,3.305967759769908931e+76,5.117932220916745648e+76
7.850456200204508628e-02,4.879003742864551896e+04,7.553131874255722505e+04,3.249504601504767551e+77,5.030522228449062427e+77
7.941451719029339607e-02,6.935174096317171643e+04,1.073626651691217412e+05,3.279526055263244036e+78,5.076998109847240637e+78
8.033501977124735127e-02,9.897484818331729912e+04,1.532218706854532938e+05,3.399487233218089174e+79,5.262708686152728357e+79
8.126619200091945994e-02,1.418253172746322816e+05,2.195582092041028664e+05,3.620417847613996045e+80,5.604728933223269208e+80
8.220815755240540312e-02,2.040631298686539230e+05,3.159078803383701597e+05,3.962625660183244366e+81,6.134497072982588342e+81
8.316104153230961804e-02,2.948341849945521681e+05,4.564295494873087155e+05,4.458863291613550387e+82,6.902717076224644366e+82
8.412497049736118726e-02,4.277741506180505967e+05,6.622324438142093131e+05,5.159662723522042446e+83,7.987616946274873746e+83
8.510007247122246266e-02,6.232980677880924195e+05,9.649208631695329677e+05,6.142079297544961565e+84,9.508485207526300236e+84
8.608647696149245021e-02,9.121010300595317967e+05,1.412013543289339868e+06,7.524003846822720352e+85,1.164782735831507368e+86
8.708431497690724554e-02,1.340533472387160640e+06,2.075265081237560837e+06,9.487816366799190680e+86,1.468798385776224192e+87
8.809371904473990711e-02,1.978890704524988309e+06,3.063498870619948022e+06,1.232006679939755882e+88,1.907255951003945319e+88
8.911482322840201531e-02,2.934252723935892340e+06,4.542484274314100854e+06,1.647923073563758499e+89,2.551131532018058418e+89
9.014776314524917955e-02,4.370460256818722002e+06,6.765861313228709623e+06,2.271366134313801500e+90,3.516276857192575532e+90
9.119267598459297741e-02,6.539332702344025485e+06,1.012346882141112536e+07,3.227116822407575078e+91,4.995863954587292530e+91
9.224970052592174063e-02,9.829675980432868004e+06,1.521721295459037088e+07,4.727943712975996463e+92,7.319277508321708941e+92
9.331897715733239451e-02,1.484457122618999891e+07,2.298071696546098217e+07,7.145201610712604961e+93,1.106140779514359044e+94
9.440064789417602908e-02,2.252383024824511260e+07,3.486889314794040471e+07,1.114288268668507814e+95,1.725017377061475301e+95
9.549485639791965852e-02,3.433892399053543061e+07,5.315970943860743195e+07,1.793823143606257565e+96,2.776997821033678964e+96
9.660174799522645850e-02,5.260474990281461924e+07,8.143683304389509559e+07,2.982089180999586092e+97,4.616539365812579531e+97
9.772146969725724330e-02,8.098066686912268400e+07,1.253652770859609246e+08,5.121325394209502328e+98,7.928267349663502543e+98
9.885417021919573610e-02,1.252796119793980271e+08,1.939439853514885306e+08,9.089260031699356567e+99,1.407098319185136230e+100
1.000000000000000056e-01,1.947811602032270730e+08,3.015385654883167148e+08,1.667725895795427196e+101,2.581788062670854623e+101
