m_a_eV,MQM_Np_D_0.15mm_GeVinv,MQM_Eu_D_0.15mm_GeVinv,MQM_Np_D_1mm_GeVinv,MQM_Eu_D_1mm_GeVinv
1.808244934877951721e-04,7.708883534552766281e-10,1.193403756349035949e-09,1.269031947188783377e-10,1.964574358808091213e-10
1.829204504846293803e-04,7.715968802125294392e-10,1.194500618806211939e-09,1.278326951561905676e-10,1.978963852545342894e-10
1.850407019542302061e-04,7.723251640334793957e-10,1.195628066955758026e-09,1.287811345065908579e-10,1.993646537506967672e-10
1.871855294965579319e-04,7.730731368374492843e-10,1.196785995402729223e-09,1.297489035537079662e-10,2.008628463371215104e-10
1.893552179756295359e-04,7.738407348348631661e-10,1.197974305395186569e-09,1.307364044331458100e-10,2.023915855555010655e-10
1.915500555573527931e-04,7.746278987074619414e-10,1.199192905103186736e-09,1.317440510125657213e-10,2.039515121097964628e-10
1.937703337477988843e-04,7.754345737876444823e-10,1.200441709896420661e-09,1.327722692853647311e-10,2.055432854756866756e-10
1.960163474319185771e-04,7.762607102366504014e-10,1.201720642620052425e-09,1.338214977784634884e-10,2.071675845318601459e-10
1.982883949127071325e-04,7.771062632212881201e-10,1.203029633868312551e-09,1.348921879747387913e-10,2.088251082139780384e-10
2.005867779508234102e-04,7.779711930889179997e-10,1.204368622255387663e-09,1.359848047506614034e-10,2.105165761921769085e-10
2.029118018046678087e-04,7.788554655404112583e-10,1.205737554683174296e-09,1.370998268297239732e-10,2.122427295730147650e-10
2.052637752709252192e-04,7.797590518008052920e-10,1.207136386605470669e-09,1.382377472522716342e-10,2.140043316268113960e-10
2.076430107255774669e-04,7.806819287873879137e-10,1.208565082288184335e-09,1.393990738623759644e-10,2.158021685413717763e-10
2.100498241653915262e-04,7.816240792749496338e-10,1.210023615065158464e-09,1.405843298124224491e-10,2.176370502031331477e-10
2.124845352498882828e-04,7.825854920579551084e-10,1.211511967589227573e-09,1.417940540861138541e-10,2.195098110068202599e-10
2.149474673437980470e-04,7.835661621093956274e-10,1.213030132078135012e-09,1.430288020406246131e-10,2.214213106947487022e-10
2.174389475600079977e-04,7.845660907360966175e-10,1.214578110554962933e-09,1.442891459686766201e-10,2.233724352269682951e-10
2.199593068030074913e-04,7.855852857302684005e-10,1.216155915082745531e-09,1.455756756813434691e-10,2.253640976834959192e-10
2.225088798128369288e-04,7.866237615171080953e-10,1.217763567992972101e-09,1.468889991124296845e-10,2.273972391999482435e-10
2.250880052095461704e-04,7.876815392982648926e-10,1.219401102107681313e-09,1.482297429453122739e-10,2.294728299379482989e-10
2.276970255381680010e-04,7.887586471910173288e-10,1.221068560954922113e-09,1.495985532631744822e-10,2.315918700917451402e-10
2.303362873142130959e-04,7.898551203630060152e-10,1.222765998977331043e-09,1.509960962236092184e-10,2.337553909325600788e-10
2.330061410696924790e-04,7.909710011624063274e-10,1.224493481733651212e-09,1.524230587586150654e-10,2.359644558922424244e-10
2.357069413996727572e-04,7.921063392434291780e-10,1.226251086093019043e-09,1.538801493010605699e-10,2.382201616879015065e-10
2.384390470093720473e-04,7.932611916870704648e-10,1.228038900421894260e-09,1.553680985387450622e-10,2.405236394892591350e-10
2.412028207618007131e-04,7.944356231170403298e-10,1.229857024763529756e-09,1.568876601972398539e-10,2.428760561305579909e-10
2.439986297259550470e-04,7.956297058108382128e-10,1.231705571009925483e-09,1.584396118527540767e-10,2.452786153689500444e-10
2.468268452255692339e-04,7.968435198059427830e-10,1.233584663066218604e-09,1.600247557763308399e-10,2.477325591913871736e-10
2.496878428884326717e-04,7.980771530011314310e-10,1.235494437007537411e-09,1.616439198107452228e-10,2.502391691721377186e-10
2.525820026962784779e-04,7.993307012529494837e-10,1.237435041228341962e-09,1.632979582815454406e-10,2.527997678831588941e-10
2.555097090352507149e-04,8.006042684673760857e-10,1.239406636584332493e-09,1.649877529437501986e-10,2.554157203596684116e-10
2.584713507469563534e-04,8.018979666867636727e-10,1.241409396527039156e-09,1.667142139657926193e-10,2.580884356233777259e-10
2.614673211801091831e-04,8.032119161721373765e-10,1.243443507231227885e-09,1.684782809523830692e-10,2.608193682659740655e-10
2.644980182427719858e-04,8.045462454809794704e-10,1.245509167715319287e-09,1.702809240080447152e-10,2.636100200955686417e-10
2.675638444552045064e-04,8.059010915406300684e-10,1.247606589955017613e-09,1.721231448431703772e-10,2.664619418489707011e-10
2.706652070033241072e-04,8.072765997174657908e-10,1.249735998990407901e-09,1.740059779245384002e-10,2.693767349727887437e-10
2.738025177927857720e-04,8.086729238820430290e-10,1.251897633026800043e-09,1.759304916723295965e-10,2.723560534765188919e-10
2.769761935036891046e-04,8.100902264703963715e-10,1.254091743529628328e-09,1.778977897057868793e-10,2.754016058609371968e-10
2.801866556459195316e-04,8.115286785417244224e-10,1.256318595313750337e-09,1.799090121397749125e-10,2.785151571252890156e-10
2.834343306151309184e-04,8.129884598326937948e-10,1.258578466627517867e-09,1.819653369346090293e-10,2.816985308569445211e-10
2.867196497493769728e-04,8.144697588086268049e-10,1.260871649232016897e-09,1.840679813016477811e-10,2.849536114073808481e-10
2.900430493863991868e-04,8.159727727118365301e-10,1.263198448475896212e-09,1.862182031672708681e-10,2.882823461585503180e-10
2.934049709215786890e-04,8.174977076074113598e-10,1.265559183366246853e-09,1.884173026980030867e-10,2.916867478839079537e-10
2.968058608665602493e-04,8.190447784267434103e-10,1.267954186635985491e-09,1.906666238896843908e-10,2.951688972085879670e-10
3.002461709085549389e-04,8.206142090091241289e-10,1.270383804808250233e-09,1.929675562237413356e-10,2.987309451734594980e-10
3.037263579703311511e-04,8.222062321417345477e-10,1.272848398258308262e-09,1.953215363937738104e-10,3.023751159080363781e-10
3.072468842709003239e-04,8.238210895983725355e-10,1.275348341273508860e-09,1.977300501058370501e-10,3.061037094174740197e-10
3.108082173869063645e-04,8.254590321772636376e-10,1.277884022111818631e-09,2.001946339559807907e-10,3.099191044891669561e-10
3.144108303147264728e-04,8.271203197383162560e-10,1.280455843059495019e-09,2.027168773887923354e-10,3.138237617247475300e-10
3.180552015332919840e-04,8.288052212401882335e-10,1.283064220488469481e-09,2.052984247408886394e-10,3.178202267035940473e-10
3.217418150676371437e-04,8.305140147775255940e-10,1.285709584913996182e-09,2.079409773735128594e-10,3.219111332842792076e-10
3.254711605531848163e-04,8.322469876187630424e-10,1.288392381053169859e-09,2.106462958986119797e-10,3.260992070507370403e-10
3.292437333007768767e-04,8.340044362448445992e-10,1.291113067884869113e-09,2.134162025030034540e-10,3.303872689102792113e-10
3.330600343624588820e-04,8.357866663892602793e-10,1.293872118711737678e-09,2.162525833754892569e-10,3.347782388509834943e-10
3.369205705980267201e-04,8.375939930797643261e-10,1.296670021224766749e-09,2.191573912420329653e-10,3.392751398663736276e-10
3.408258547423452110e-04,8.394267406821609831e-10,1.299507277571079954e-09,2.221326480143955695e-10,3.438811020557432189e-10
3.447764054734464112e-04,8.412852429465265192e-10,1.302384404425488615e-09,2.251804475579130549e-10,3.485993669089216952e-10
3.487727474814177595e-04,8.431698430562444959e-10,1.305301933066403142e-09,2.283029585844126841e-10,3.534332917847657967e-10
3.528154115380883050e-04,8.450808936802195783e-10,1.308260409456664507e-09,2.315024276765877944e-10,3.583863545931610760e-10
3.569049345675229896e-04,8.470187570286321972e-10,1.311260394329858056e-09,2.347811824504994798e-10,3.634621586908560482e-10
3.610418597173337151e-04,8.489838049125910923e-10,1.314302463282659125e-09,2.381416348632405344e-10,3.686644380020195480e-10
3.652267364308175480e-04,8.509764188080305331e-10,1.317387206873753714e-09,2.415862846731826303e-10,3.739970623750123325e-10
3.694601205199302477e-04,8.529969899241980819e-10,1.320515230729862767e-09,2.451177230606438030e-10,3.794640431875015160e-10
3.737425742391063937e-04,8.550459192770592215e-10,1.323687155659378804e-09,2.487386364172450226e-10,3.850695392127219734e-10
3.780746663599348950e-04,8.571236177679523058e-10,1.326903617774131040e-09,2.524518103126917353e-10,3.908178627604072534e-10
3.824569722466999088e-04,8.592305062677969930e-10,1.330165268619747602e-09,2.562601336482024527e-10,3.967134861066663119e-10
3.868900739327975780e-04,8.613670157071727674e-10,1.333472775315104531e-09,2.601666030063315783e-10,4.027610482278966319e-10
3.913745601980383993e-04,8.635335871725564404e-10,1.336826820701311769e-09,2.641743272074829546e-10,4.089653618546719488e-10
3.959110266468458469e-04,8.657306720090045256e-10,1.340228103500671828e-09,2.682865320839981230e-10,4.153314208624563188e-10
4.005000757873611187e-04,8.679587319295590426e-10,1.343677338486052887e-09,2.725065654833271367e-10,4.218644080169572440e-10
4.051423171114647368e-04,8.702182391316383424e-10,1.347175256661068369e-09,2.768379025124494929e-10,4.285697030929557036e-10
4.098383671757261184e-04,8.725096764206716580e-10,1.350722605451478475e-09,2.812841510364166351e-10,4.354528913865399762e-10
4.145888496832911426e-04,8.748335373412210869e-10,1.354320148908174509e-09,2.858490574446349816e-10,4.425197726418235881e-10
4.193943955667186118e-04,8.771903263158280960e-10,1.357968667922129628e-09,2.905365126993006243e-10,4.497763704144613613e-10
4.242556430717776958e-04,8.795805587918156433e-10,1.361668960451658019e-09,2.953505586812432491e-10,4.572289418955800838e-10
4.291732378422157359e-04,8.820047613962589142e-10,1.365421841762325617e-09,3.002953948493344771e-10,4.648839882211346939e-10
4.341478330055092592e-04,8.844634720993427398e-10,1.369228144679841547e-09,3.053753852305698246e-10,4.727482652931775948e-10
4.391800892596086085e-04,8.869572403863062861e-10,1.373088719856242985e-09,3.105950657589528751e-10,4.808287951411039758e-10
4.442706749606882793e-04,8.894866274381741600e-10,1.377004436049684038e-09,3.159591519823914851e-10,4.891328778526131287e-10
4.494202662119142376e-04,8.920522063214653195e-10,1.380976180418120427e-09,3.214725471579702287e-10,4.976681041059102311e-10
4.546295469532399291e-04,8.946545621870686962e-10,1.385004858827189426e-09,3.271403507571881846e-10,5.064423683365705709e-10
4.598992090522438817e-04,8.972942924784658558e-10,1.389091396172554076e-09,3.329678674040643696e-10,5.154638825745230521e-10
4.652299523960188752e-04,8.999720071494835019e-10,1.393236736717005135e-09,3.389606162704034086e-10,5.247411909887567137e-10
4.706224849841281286e-04,9.026883288917495337e-10,1.397441844442583183e-09,3.451243409540045556e-10,5.342831851796674150e-10
4.760775230226368536e-04,9.054438933720339106e-10,1.401707703418002524e-09,3.514650198671783909e-10,5.440991202614052259e-10
4.815957910192350034e-04,9.082393494796430708e-10,1.406035318181640368e-09,3.579888771646299969e-10,5.541986317792109106e-10
4.871780218794630342e-04,9.110753595840511234e-10,1.410425714140373329e-09,3.647023942415729963e-10,5.645917535095186320e-10
4.928249570040513054e-04,9.139525998029395573e-10,1.414879937984525965e-09,3.716123218348578945e-10,5.752889361935795383e-10
4.985373463873893265e-04,9.168717602808305492e-10,1.419399058119220240e-09,3.787256927619644151e-10,5.863010672585554721e-10
5.043159487171358559e-04,9.198335454784936784e-10,1.423984165112401564e-09,3.860498353348930819e-10,5.976394915834159280e-10
5.101615314749833501e-04,9.228386744733167140e-10,1.428636372159843131e-09,3.935923874883459749e-10,6.093160333706196693e-10
5.160748710385908026e-04,9.258878812708337241e-10,1.433356815567414963e-09,4.013613116640849828e-10,6.213430191884247266e-10
5.220567527846975506e-04,9.289819151276102717e-10,1.438146655250940884e-09,4.093649104960406449e-10,6.337333022528331810e-10
5.281079711934330654e-04,9.321215408856936296e-10,1.443007075253957954e-09,4.176118433436067200e-10,6.465002880226015229e-10
5.342293299538351933e-04,9.353075393188471137e-10,1.447939284283716065e-09,4.261111437236188761e-10,6.596579611854945599e-10
5.404216420705914865e-04,9.385407074907869095e-10,1.452944516265762218e-09,4.348722376947905481e-10,6.732209141190281628e-10
5.466857299720180412e-04,9.418218591256669637e-10,1.458024030917482740e-09,4.439049632518949422e-10,6.872043769143883600e-10
5.530224256192900478e-04,9.451518249910496484e-10,1.463179114340976515e-09,4.532195907907240187e-10,7.016242490580082828e-10
5.594325706169377133e-04,9.485314532936277256e-10,1.468411079635668456e-09,4.628268447088860366e-10,7.164971328715250216e-10
5.659170163246242521e-04,9.519616100879675821e-10,1.473721267531079104e-09,4.727379262118028712e-10,7.318403688174920872e-10
5.724766239702178735e-04,9.554431796985572503e-10,1.479111047040193703e-09,4.829645373978842989e-10,7.476720727853724960e-10
5.791122647641758691e-04,9.589770651554623782e-10,1.484581816133895436e-09,4.935189067018052550e-10,7.640111754799950151e-10
5.858248200152535966e-04,9.625641886439053025e-10,1.490135002436954573e-09,5.044138157801041659e-10,7.808774640428530534e-10
5.926151812475552710e-04,9.662054919680960308e-10,1.495772063946079557e-09,5.156626279290212840e-10,7.982916260454459090e-10
5.994842503189408769e-04,9.699019370296675109e-10,1.501494489770577835e-09,5.272793181305818797e-10,8.162752960032899781e-10
6.064329395408061141e-04,9.736545063210776991e-10,1.507303800896184771e-09,5.392785048294887957e-10,8.348511045693738340e-10
6.134621717992506636e-04,9.774642034343641008e-10,1.513201550972664709e-09,5.516754835504101785e-10,8.540427305767124338e-10
6.205728806776500623e-04,9.813320535856569292e-10,1.519189327125798335e-09,5.644862624727987130e-10,8.738749561113306464e-10
6.277660105806500508e-04,9.852591041558669531e-10,1.525268750794420808e-09,5.777276000884899100e-10,8.943737248095769561e-10
6.350425168595961881e-04,9.892464252479998825e-10,1.531441478593190372e-09,5.914170450760400045e-10,9.155662035871454491e-10
6.424033659394191159e-04,9.932951102615543081e-10,1.537709203201809988e-09,6.055729785351274973e-10,9.374808480216875657e-10
6.498495354469888087e-04,9.974062764844972291e-10,1.544073654281456399e-09,6.202146587344287054e-10,9.601474716265039931e-10
6.573820143409585173e-04,1.001581065703318647e-09,1.550536599419200153e-09,6.353622685371978256e-10,9.835973192695621396e-10
6.650018030431118507e-04,1.005820644831703513e-09,1.557099845101244179e-09,6.510369656804597430e-10,1.007863145010159972e-09
6.727099135712337041e-04,1.010126206558375451e-09,1.563765237715845543e-09,6.672609360962686260e-10,1.032979294644978989e-09
6.805073696735206446e-04,1.014498970014690856e-09,1.570534664586808552e-09,6.840574504770068599e-10,1.058981793276198235e-09
6.883952069645496224e-04,1.018940181462598192e-09,1.577410055038508123e-09,7.014509243012667614e-10,1.085908438236900202e-09
6.963744730628222430e-04,1.023451115003583678e-09,1.584393381493401088e-09,7.194669815525443773e-10,1.113798897733278292e-09
7.044462277299036847e-04,1.028033073309277118e-09,1.591486660603067050e-09,7.381325223799039542e-10,1.142694815589364486e-09
7.126115430111745839e-04,1.032687388374394709e-09,1.598691954413833669e-09,7.574757949680134818e-10,1.172639922508238731e-09
7.208715033782135597e-04,1.037415422292745917e-09,1.606011371568101612e-09,7.775264719036333372e-10,1.203680154294148267e-09
7.292272058728313045e-04,1.042218568057046403e-09,1.613447068542528464e-09,7.983157313469030443e-10,1.235863777512879238e-09
7.376797602527730442e-04,1.047098250383317247e-09,1.621001250924269770e-09,8.198763433386829293e-10,1.269241523103203638e-09
7.462302891391107279e-04,1.052055926560680878e-09,1.628676174726541354e-09,8.422427616000070527e-10,1.303866728490596054e-09
7.548799281653431614e-04,1.057093087327398496e-09,1.636474147744801160e-09,8.654512212064590542e-10,1.339795488795860604e-09
7.636298261282241416e-04,1.062211257774026804e-09,1.644397530954916310e-09,8.895398425492134027e-10,1.377086817776070068e-09
7.724811451403400600e-04,1.067411998274604179e-09,1.652448739954723223e-09,9.145487420257838099e-10,1.415802819183692843e-09
7.814350607844542133e-04,1.072696905446821660e-09,1.660630246450457522e-09,9.405201499373468807e-10,1.456008869282140355e-09
7.904927622696419996e-04,1.078067613142162483e-09,1.668944579789577619e-09,9.674985361061452135e-10,1.497773811312681145e-09
7.996554525892346716e-04,1.083525793467042071e-09,1.677394328541579654e-09,9.955307437661177212e-10,1.541170162769051055e-09
8.089243486805937659e-04,1.089073157836010585e-09,1.685982142128450925e-09,1.024666132322839654e-09,1.586274336402539239e-09
8.183006815867389754e-04,1.094711458058136982e-09,1.694710732506485860e-09,1.054956729625389294e-09,1.633166875952387109e-09
8.277856966198472461e-04,1.100442487457723775e-09,1.703582875901256405e-09,1.086457394443170618e-09,1.681932707674364624e-09
8.373806535266489033e-04,1.106268082030555393e-09,1.712601414597582894e-09,1.119225989895415207e-09,1.732661408825068073e-09
8.470868266557402123e-04,1.112190121636931474e-09,1.721769258786458784e-09,1.153323568640387510e-09,1.785447494351287720e-09
8.569055051268347108e-04,1.118210531232775693e-09,1.731089388470915317e-09,1.188814570695709810e-09,1.840390723133470168e-09
8.668379930019773794e-04,1.124331282140181044e-09,1.740564855432938735e-09,1.225767034831088399e-09,1.897596425240464134e-09
8.768856094587426870e-04,1.130554393358782907e-09,1.750198785263593593e-09,1.264252824550655974e-09,1.957175851770295115e-09
8.870496889654402514e-04,1.136881932919429977e-09,1.759994379458624671e-09,1.304347869764618283e-09,2.019246548979373035e-09
8.973315814583519715e-04,1.143316019281662698e-09,1.769954917581877139e-09,1.346132425339575561e-09,2.083932758541393704e-09
9.077326525210223113e-04,1.149858822776579496e-09,1.780083759498983856e-09,1.389691347814391334e-09,2.151365845928122895e-09
9.182542835656281937e-04,1.156512567096734027e-09,1.790384347683857802e-09,1.435114391674629563e-09,2.221684759068584944e-09
9.288978720164497516e-04,1.163279530834767011e-09,1.800860209600631646e-09,1.482496526694038316e-09,2.295036519621911639e-09
9.396648314954690433e-04,1.170162049072551089e-09,1.811514960163792982e-09,1.531938277977383524e-09,2.371576749393902836e-09
9.505565920101191743e-04,1.177162515022692906e-09,1.822352304279379740e-09,1.583546090475944350e-09,2.451470234639444716e-09
9.615746001432095213e-04,1.184283381724315611e-09,1.833376039470198128e-09,1.637432719896379208e-09,2.534891531224211707e-09
9.727203192450537298e-04,1.191527163795122522e-09,1.844590058588177018e-09,1.693717652086558644e-09,2.622025613871249499e-09
9.839952296278227113e-04,1.198896439241820652e-09,1.855998352617061622e-09,1.752527553159639265e-09,2.713068572993087347e-09
9.954008287621518049e-04,1.206393851331069878e-09,1.867605013568809363e-09,1.813996752811683413e-09,2.808228362910414786e-09
1.006938631476027041e-03,1.214022110523214694e-09,1.879414237477181533e-09,1.878267763499899934e-09,2.907725605586186931e-09
1.018610170155975336e-03,1.221783996471140932e-09,1.891430327492148415e-09,1.945491838379989514e-09,3.011794454362279411e-09
1.030416994950587558e-03,1.229682360086706317e-09,1.903657697078907735e-09,2.015829571154069574e-09,3.120683522577436459e-09
1.042360673976401152e-03,1.237720125677283678e-09,1.916100873325446780e-09,2.089451541257224256e-09,3.234656882373458524e-09
1.054442793526168438e-03,1.245900293155071437e-09,1.928764500362746878e-09,2.166539008113369541e-09,3.353995139465045816e-09
1.066664958279538774e-03,1.254225940321926523e-09,1.941653342901911923e-09,2.247284658522383072e-09,3.478996590161567388e-09
1.079028791516183647e-03,1.262700225232601598e-09,1.954772289892669106e-09,2.331893411603311350e-09,3.609978467490766622e-09
1.091535935331391146e-03,1.271326388639374167e-09,1.968126358307869939e-09,2.420583286115869523e-09,3.747278283889605174e-09
1.104188050854160164e-03,1.280107756521195140e-09,1.981720697058838846e-09,2.513586335418340921e-09,3.891255278602267142e-09
1.116986818467822530e-03,1.289047742700609532e-09,1.995560591046601463e-09,2.611149655797894529e-09,4.042291978665214873e-09
1.129933938033221693e-03,1.298149851551836596e-09,2.009651465354228305e-09,2.713536474433807933e-09,4.200795883171037886e-09
1.143031129114478739e-03,1.307417680803547054e-09,2.023998889585789575e-09,2.821027323830026749e-09,4.367201281394554020e-09
1.156280131207375458e-03,1.316854924440025376e-09,2.038608582357607989e-09,2.933921310185972103e-09,4.541971216343659693e-09
1.169682703970384603e-03,1.326465375704554649e-09,2.053486415947766137e-09,3.052537483869810465e-09,4.725599606373882576e-09
1.183240627458377906e-03,1.336252930209039744e-09,2.068638421110081755e-09,3.177216320922874718e-09,4.918613538689036486e-09
1.196955702359042868e-03,1.346221589154041953e-09,2.084070792059007046e-09,3.308321325365065840e-09,5.121575749852530136e-09
1.210829750232039325e-03,1.356375462663595672e-09,2.099789891632220878e-09,3.446240762996972095e-09,5.335087309867312619e-09
1.224864613750930708e-03,1.366718773239354787e-09,2.115802256637955637e-09,3.591389538414301756e-09,5.559790527961206970e-09
1.239062156947915577e-03,1.377255859338816775e-09,2.132114603394405344e-09,3.744211228073942346e-09,5.796372099954046560e-09
1.253424265461399551e-03,1.387991179082586561e-09,2.148733833468901616e-09,3.905180283490267872e-09,6.045566519001582710e-09
1.267952846786433866e-03,1.398929314095854983e-09,2.165667039624862917e-09,4.074804420007148778e-09,6.308159773627074768e-09
1.282649830528059809e-03,1.410074973489492934e-09,2.182921511984881558e-09,4.253627208100309106e-09,6.584993359287888586e-09
1.297517168657586796e-03,1.421432997986406070e-09,2.200504744418690495e-09,4.442230885831014166e-09,6.876968632304027618e-09
1.312556835771842671e-03,1.433008364199047272e-09,2.218424441165131255e-09,4.641239412914001839e-09,7.185051537827006822e-09
1.327770829355428986e-03,1.444806189064232579e-09,2.236688523697644246e-09,4.851321788898773691e-09,7.510277746679702757e-09
1.343161170046015297e-03,1.456831734441707265e-09,2.255305137843257663e-09,5.073195660216368444e-09,7.853758239385681492e-09
1.358729901902709127e-03,1.469090411883168799e-09,2.274282661165459421e-09,5.307631243337697289e-09,8.216685379567340886e-09
1.374479092677536717e-03,1.481587787578778993e-09,2.293629710621839043e-09,5.555455594051943987e-09,8.600339523168695280e-09
1.390410834090069709e-03,1.494329587488503452e-09,2.313355150507856705e-09,5.817557255935083627e-09,9.006096214698230807e-09
1.406527242105236331e-03,1.507321702665957667e-09,2.333468100698629737e-09,6.094891324473746702e-09,9.435434026943182501e-09
1.422830457214352027e-03,1.520570194782777194e-09,2.353977945201151733e-09,6.388484967076967323e-09,9.889943106438838023e-09
1.439322644719406375e-03,1.534081301861915669e-09,2.374894341029945900e-09,6.699443443391248810e-09,1.037133449345188089e-08
1.456005995020648574e-03,1.547861444228640424e-09,2.396227227419736609e-09,7.028956674981518581e-09,1.088145029243100249e-08
1.472882723907501879e-03,1.561917230688415260e-09,2.417986835389359607e-09,7.378306418606346776e-09,1.142227477687514314e-08
1.489955072852853580e-03,1.576255464941275817e-09,2.440183697671789825e-09,7.748874103062641187e-09,1.199594652146631777e-08
1.507225309310755452e-03,1.590883152242759571e-09,2.462828659025849752e-09,8.142149395970886644e-09,1.260477166421533892e-08
1.524695727017573053e-03,1.605807506321910731e-09,2.485932886945898805e-09,8.559739573995888270e-09,1.325123841239719628e-08
1.542368646296627451e-03,1.621035956567383898e-09,2.509507882786559744e-09,9.003379777937678505e-09,1.393803291834416048e-08
1.560246414366367983e-03,1.636576155493183365e-09,2.533565493320348411e-09,9.474944242980902734e-09,1.466805666487097207e-08
1.578331405652116590e-03,1.652435986496122334e-09,2.558117922746908917e-09,9.976458604271775820e-09,1.544444551540280173e-08
1.596626022101425152e-03,1.668623571917657936e-09,2.583177745173454761e-09,1.051011338902478820e-08,1.627059060095678900e-08
1.615132693503091351e-03,1.685147281423364834e-09,2.608757917586936138e-09,1.107827881868996185e-08,1.715016123521390236e-08
1.633853877809862123e-03,1.702015740713934136e-09,2.634871793339443869e-09,1.168352105849636180e-08,1.808713007025801156e-08
1.652792061464895606e-03,1.719237840582275847e-09,2.661533136169407169e-09,1.232862006711305785e-08,1.908580072943910386e-08
1.671949759731990040e-03,1.736822746331966477e-09,2.688756134782191740e-09,1.301658921643731766e-08,2.015083818055095650e-08
1.691329517029648791e-03,1.754779907573061415e-09,2.716555418014885068e-09,1.375069687087196748e-08,2.128730214247241174e-08
1.710933907269015109e-03,1.773119068412041699e-09,2.744946070611244479e-09,1.453449013714899435e-08,2.250068385200727957e-08
1.730765534195725843e-03,1.791850278053506062e-09,2.773943649634056499e-09,1.537182102010007144e-08,2.379694655534417896e-08
1.750827031735725098e-03,1.810983901832056049e-09,2.803564201543478367e-09,1.626687524710706496e-08,2.518257013087041175e-08
1.771121064345088569e-03,1.830530632693756471e-09,2.833824279971359369e-09,1.722420405467716268e-08,2.666460029761826662e-08
1.791650327363901278e-03,1.850501503147495470e-09,2.864740964223010879e-09,1.824875926511805283e-08,2.825070291707892607e-08
1.812417547374237711e-03,1.870907897707574250e-09,2.896331878539440333e-09,1.934593202014567427e-08,2.994922395627341730e-08
1.833425482562290546e-03,1.891761565849938349e-09,2.928615212154749794e-09,2.052159558201067806e-08,3.176925574770426882e-08
1.854676923084699371e-03,1.913074635505555379e-09,2.961609740185088023e-09,2.178215266203585109e-08,3.372071025814225222e-08
1.876174691439121654e-03,1.934859627115656651e-09,2.995334845387414392e-09,2.313458779205998528e-08,3.581440016428095559e-08
1.897921642839101508e-03,1.957129468274777272e-09,3.029810540828223512e-09,2.458652531703705820e-08,3.806212863043981468e-08
1.919920665593284788e-03,1.979897508988866444e-09,3.065057493504462280e-09,2.614629365791565835e-08,4.047678879321891686e-08
1.942174681489026522e-03,2.003177537577110960e-09,3.101097048960965470e-09,2.782299657403286758e-08,4.307247408202481347e-08
1.964686646180446600e-03,2.026983797247592428e-09,3.137951256951047969e-09,2.962659224487850570e-08,4.586460064467745672e-08
1.987459549580983600e-03,2.051331003378430714e-09,3.175642898189253353e-09,3.156798109367131469e-08,4.887004330611971620e-08
2.010496416260499231e-03,2.076234361537706383e-09,3.214195512247793398e-09,3.365910339141644642e-08,5.210728666818206271e-08
2.033800305846981960e-03,2.101709586277171711e-09,3.253633426650890705e-09,3.591304781189768689e-08,5.559659316236860339e-08
2.057374313432913573e-03,2.127772920736592926e-09,3.293981787224039503e-09,3.834417225760501112e-08,5.936019009914267647e-08
2.081221569986339229e-03,2.154441157097461751e-09,3.335266589758173449e-09,4.096823844643267513e-08,6.342247802010957852e-08
2.105345242766706263e-03,2.181731657926875720e-09,3.377514713051890258e-09,4.380256194202704467e-08,6.781026295834302306e-08
2.129748535745521181e-03,2.209662378454517924e-09,3.420753953398199630e-09,4.686617953025706927e-08,7.255301555205282610e-08
2.154434690031884272e-03,2.238251889827932518e-09,3.465013060585756985e-09,5.018003609429240408e-08,7.768316034383182883e-08
2.179406984302956034e-03,2.267519403393713043e-09,3.510321775488304237e-09,5.376719342565537702e-08,8.323639903874215855e-08
2.204668735239409625e-03,2.297484796054729489e-09,3.556710869319912948e-09,5.765306373349944065e-08,8.925207199745333642e-08
2.230223297965938743e-03,2.328168636756240568e-09,3.604212184637842150e-09,6.186567098520255005e-08,9.577356281473202793e-08
2.256074066496861676e-03,2.359592214156546428e-09,3.652858678179173693e-09,6.643594363500022394e-08,1.028487514894098467e-07
2.282224474186898746e-03,2.391777565540878095e-09,3.702684465622080574e-09,7.139804278178040955e-08,1.105305224418456698e-07
2.308677994187169520e-03,2.424747507040368654e-09,3.753724868367485981e-09,7.678973035150116469e-08,1.188773344930650455e-07
2.335438139906479207e-03,2.458525665221362436e-09,3.806016462442125444e-09,8.265278253466349740e-08,1.279538609027512548e-07
2.362508465477947562e-03,2.493136510113861721e-09,3.859597129629515342e-09,8.903345443722639642e-08,1.378317086902014479e-07
2.389892566231050126e-03,2.528605389751699774e-09,3.914506110941220902e-09,9.598300273870025291e-08,1.485902277555554390e-07
2.417594079169130793e-03,2.564958566301067752e-09,3.970784062547027353e-09,1.035582741105843943e-07,1.603174218038883024e-07
2.445616683452446396e-03,2.602223253858223016e-09,4.028473114289151347e-09,1.118223682513011943e-07,1.731109747822777606e-07
2.473964100886814031e-03,2.640427658001761254e-09,4.087616930912682724e-09,1.208453856629801405e-07,1.870794085047949245e-07
2.502640096417919208e-03,2.679601017189595269e-09,4.148260776151789594e-09,1.307052717572769241e-07,2.023433894034115997e-07
2.531648478631355528e-03,2.719773646095844338e-09,4.210451579819073763e-09,1.414887705627302991e-07,2.190372049518391430e-07
2.560993100258459210e-03,2.760976980988234644e-09,4.274238008053832144e-09,1.532925032509899362e-07,2.373104333200845471e-07
